"c","h","l","o","t","v","av","r","date","updown"
80,80,80,80,1674027900,100,284.2105263157895,"0.35","2023-01-18T14:45:00.000Z","-"
80,80,80,80,1674028200,200,284.2105263157895,"0.70","2023-01-18T14:50:00.000Z","-"
80,80,80,80,1674101700,500,284.2105263157895,"1.76","2023-01-19T11:15:00.000Z","-"
80,80,80,80,1674114900,400,284.2105263157895,"1.41","2023-01-19T14:55:00.000Z","-"
80,80,80,80,1674788100,200,284.2105263157895,"0.70","2023-01-27T09:55:00.000Z","-"
80,80,80,80,1674790500,100,284.2105263157895,"0.35","2023-01-27T10:35:00.000Z","-"
80,80,80,80,1674801000,100,284.2105263157895,"0.35","2023-01-27T13:30:00.000Z","-"
79,79,79,79,1675052100,200,284.2105263157895,"0.70","2023-01-30T11:15:00.000Z","-"
81,81,81,81,1675134600,100,284.2105263157895,"0.35","2023-01-31T10:10:00.000Z","-"
81,81,81,81,1675134900,100,284.2105263157895,"0.35","2023-01-31T10:15:00.000Z","-"
80.8,80.8,80.8,80.8,1675135800,100,284.2105263157895,"0.35","2023-01-31T10:30:00.000Z","-"
80.8,80.8,80.8,80.8,1675136400,200,284.2105263157895,"0.70","2023-01-31T10:40:00.000Z","-"
80.6,80.6,80.6,80.6,1675146300,300,284.2105263157895,"1.06","2023-01-31T13:25:00.000Z","-"
80.8,80.8,80.6,80.6,1675149300,300,284.2105263157895,"1.06","2023-01-31T14:15:00.000Z","up"
80.8,80.8,80.6,80.6,1675149600,500,284.2105263157895,"1.76","2023-01-31T14:20:00.000Z","up"
80.8,80.8,80.8,80.8,1675151100,500,284.2105263157895,"1.76","2023-01-31T14:45:00.000Z","-"
81,81,81,81,1675151400,100,284.2105263157895,"0.35","2023-01-31T14:50:00.000Z","-"
81.5,81.5,81.5,81.5,1675151700,300,284.2105263157895,"1.06","2023-01-31T14:55:00.000Z","-"
80.8,81,80.8,81,1675235700,1100,284.2105263157895,"3.87","2023-02-01T14:15:00.000Z","down"
