"c","h","l","o","t","v","av","r","date","updown"
15.5,15.5,15.5,15.5,1674007200,4500,2558.3333333333335,"1.76","2023-01-18T09:00:00.000Z","-"
15.5,15.5,15.5,15.5,1674007500,1500,2558.3333333333335,"0.59","2023-01-18T09:05:00.000Z","-"
14.9,14.9,14.9,14.9,1674094200,6000,2558.3333333333335,"2.35","2023-01-19T09:10:00.000Z","-"
16.6,16.6,16.6,16.6,1675045200,4500,2558.3333333333335,"1.76","2023-01-30T09:20:00.000Z","-"
16.5,16.6,16.5,16.6,1675045500,1800,2558.3333333333335,"0.70","2023-01-30T09:25:00.000Z","down"
16.5,16.5,16.5,16.5,1675045800,500,2558.3333333333335,"0.20","2023-01-30T09:30:00.000Z","-"
13.2,13.2,13.2,13.2,1675047300,700,2558.3333333333335,"0.27","2023-01-30T09:55:00.000Z","-"
16,16,14,14,1675060200,1000,2558.3333333333335,"0.39","2023-01-30T13:30:00.000Z","up"
16,16,16,16,1675061400,100,2558.3333333333335,"0.04","2023-01-30T13:50:00.000Z","-"
15.8,15.8,15.8,15.8,1675131900,5000,2558.3333333333335,"1.95","2023-01-31T09:25:00.000Z","-"
16.6,16.6,16.6,16.6,1675216800,4400,2558.3333333333335,"1.72","2023-02-01T09:00:00.000Z","-"
16.6,16.6,16.6,16.6,1675217100,700,2558.3333333333335,"0.27","2023-02-01T09:05:00.000Z","-"
