"c","h","l","o","t","v","av","r","date","updown"
3.78,3.78,3.71,3.78,1674008100,3300,4561.734693877551,"0.72","2023-01-18T09:15:00.000Z","-"
3.78,3.78,3.78,3.78,1674008400,100,4561.734693877551,"0.02","2023-01-18T09:20:00.000Z","-"
3.78,3.78,3.78,3.78,1674009000,300,4561.734693877551,"0.07","2023-01-18T09:30:00.000Z","-"
3.78,3.78,3.77,3.77,1674011400,2000,4561.734693877551,"0.44","2023-01-18T10:10:00.000Z","up"
3.78,3.78,3.78,3.78,1674011700,600,4561.734693877551,"0.13","2023-01-18T10:15:00.000Z","-"
3.75,3.75,3.75,3.75,1674012000,2300,4561.734693877551,"0.50","2023-01-18T10:20:00.000Z","-"
3.75,3.75,3.75,3.75,1674012300,300,4561.734693877551,"0.07","2023-01-18T10:25:00.000Z","-"
3.72,3.72,3.72,3.72,1674012600,300,4561.734693877551,"0.07","2023-01-18T10:30:00.000Z","-"
3.72,3.72,3.72,3.72,1674012900,300,4561.734693877551,"0.07","2023-01-18T10:35:00.000Z","-"
3.72,3.72,3.72,3.72,1674013200,200,4561.734693877551,"0.04","2023-01-18T10:40:00.000Z","-"
3.75,3.75,3.75,3.75,1674013500,100,4561.734693877551,"0.02","2023-01-18T10:45:00.000Z","-"
3.76,3.76,3.76,3.76,1674013800,200,4561.734693877551,"0.04","2023-01-18T10:50:00.000Z","-"
3.77,3.77,3.76,3.76,1674014100,1000,4561.734693877551,"0.22","2023-01-18T10:55:00.000Z","up"
3.78,3.78,3.78,3.78,1674014400,100,4561.734693877551,"0.02","2023-01-18T11:00:00.000Z","-"
3.77,3.77,3.77,3.77,1674021600,100,4561.734693877551,"0.02","2023-01-18T13:00:00.000Z","-"
3.77,3.77,3.77,3.77,1674022500,900,4561.734693877551,"0.20","2023-01-18T13:15:00.000Z","-"
3.77,3.77,3.77,3.77,1674023400,1300,4561.734693877551,"0.28","2023-01-18T13:30:00.000Z","-"
3.78,3.78,3.78,3.78,1674024000,6000,4561.734693877551,"1.32","2023-01-18T13:40:00.000Z","-"
3.78,3.78,3.78,3.78,1674024600,4300,4561.734693877551,"0.94","2023-01-18T13:50:00.000Z","-"
3.8,3.8,3.78,3.78,1674024900,28200,4561.734693877551,"6.18","2023-01-18T13:55:00.000Z","up"
3.81,3.81,3.8,3.8,1674025200,3000,4561.734693877551,"0.66","2023-01-18T14:00:00.000Z","up"
3.81,3.81,3.81,3.81,1674025800,500,4561.734693877551,"0.11","2023-01-18T14:10:00.000Z","-"
3.81,3.81,3.81,3.81,1674026400,3000,4561.734693877551,"0.66","2023-01-18T14:20:00.000Z","-"
3.8,3.81,3.8,3.81,1674026700,1200,4561.734693877551,"0.26","2023-01-18T14:25:00.000Z","down"
3.79,3.79,3.79,3.79,1674027900,12000,4561.734693877551,"2.63","2023-01-18T14:45:00.000Z","-"
3.68,3.68,3.68,3.68,1674094500,100,4561.734693877551,"0.02","2023-01-19T09:15:00.000Z","-"
3.69,3.7,3.69,3.7,1674095100,800,4561.734693877551,"0.18","2023-01-19T09:25:00.000Z","down"
3.8,3.8,3.8,3.8,1674096300,100,4561.734693877551,"0.02","2023-01-19T09:45:00.000Z","-"
3.8,3.8,3.8,3.8,1674096600,1000,4561.734693877551,"0.22","2023-01-19T09:50:00.000Z","-"
3.71,3.71,3.71,3.71,1674096900,200,4561.734693877551,"0.04","2023-01-19T09:55:00.000Z","-"
3.74,3.74,3.74,3.74,1674098400,700,4561.734693877551,"0.15","2023-01-19T10:20:00.000Z","-"
3.74,3.75,3.72,3.75,1674098700,7700,4561.734693877551,"1.69","2023-01-19T10:25:00.000Z","down"
3.74,3.74,3.74,3.74,1674099300,200,4561.734693877551,"0.04","2023-01-19T10:35:00.000Z","-"
3.74,3.74,3.74,3.74,1674099600,1100,4561.734693877551,"0.24","2023-01-19T10:40:00.000Z","-"
3.74,3.74,3.74,3.74,1674100200,200,4561.734693877551,"0.04","2023-01-19T10:50:00.000Z","-"
3.75,3.75,3.74,3.74,1674101100,14100,4561.734693877551,"3.09","2023-01-19T11:05:00.000Z","up"
3.75,3.75,3.75,3.75,1674101400,900,4561.734693877551,"0.20","2023-01-19T11:10:00.000Z","-"
3.75,3.75,3.75,3.75,1674101700,200,4561.734693877551,"0.04","2023-01-19T11:15:00.000Z","-"
3.75,3.75,3.75,3.75,1674102000,1000,4561.734693877551,"0.22","2023-01-19T11:20:00.000Z","-"
3.73,3.73,3.73,3.73,1674108000,500,4561.734693877551,"0.11","2023-01-19T13:00:00.000Z","-"
3.74,3.74,3.74,3.74,1674108300,700,4561.734693877551,"0.15","2023-01-19T13:05:00.000Z","-"
3.74,3.74,3.74,3.74,1674108600,21500,4561.734693877551,"4.71","2023-01-19T13:10:00.000Z","-"
3.73,3.73,3.71,3.72,1674108900,1200,4561.734693877551,"0.26","2023-01-19T13:15:00.000Z","up"
3.74,3.74,3.74,3.74,1674109200,100,4561.734693877551,"0.02","2023-01-19T13:20:00.000Z","-"
3.74,3.74,3.74,3.74,1674109500,2300,4561.734693877551,"0.50","2023-01-19T13:25:00.000Z","-"
3.74,3.74,3.74,3.74,1674109800,300,4561.734693877551,"0.07","2023-01-19T13:30:00.000Z","-"
3.74,3.74,3.74,3.74,1674110100,1200,4561.734693877551,"0.26","2023-01-19T13:35:00.000Z","-"
3.74,3.74,3.74,3.74,1674110400,6100,4561.734693877551,"1.34","2023-01-19T13:40:00.000Z","-"
3.73,3.74,3.73,3.73,1674110700,2600,4561.734693877551,"0.57","2023-01-19T13:45:00.000Z","-"
3.74,3.74,3.74,3.74,1674111000,12500,4561.734693877551,"2.74","2023-01-19T13:50:00.000Z","-"
3.74,3.74,3.74,3.74,1674111300,2300,4561.734693877551,"0.50","2023-01-19T13:55:00.000Z","-"
3.73,3.74,3.73,3.73,1674111600,600,4561.734693877551,"0.13","2023-01-19T14:00:00.000Z","-"
3.73,3.73,3.73,3.73,1674111900,400,4561.734693877551,"0.09","2023-01-19T14:05:00.000Z","-"
3.74,3.74,3.74,3.74,1674112200,300,4561.734693877551,"0.07","2023-01-19T14:10:00.000Z","-"
3.73,3.73,3.73,3.73,1674112500,1000,4561.734693877551,"0.22","2023-01-19T14:15:00.000Z","-"
3.74,3.74,3.73,3.73,1674112800,600,4561.734693877551,"0.13","2023-01-19T14:20:00.000Z","up"
3.74,3.74,3.74,3.74,1674113100,900,4561.734693877551,"0.20","2023-01-19T14:25:00.000Z","-"
3.75,3.75,3.75,3.75,1674114300,5000,4561.734693877551,"1.10","2023-01-19T14:45:00.000Z","-"
4,4,4,4,1674785700,1100,4561.734693877551,"0.24","2023-01-27T09:15:00.000Z","-"
3.97,3.97,3.97,3.97,1674786600,1000,4561.734693877551,"0.22","2023-01-27T09:30:00.000Z","-"
3.88,3.9,3.88,3.9,1674788100,600,4561.734693877551,"0.13","2023-01-27T09:55:00.000Z","down"
3.88,3.88,3.88,3.88,1674788400,100,4561.734693877551,"0.02","2023-01-27T10:00:00.000Z","-"
3.85,3.85,3.85,3.85,1674789000,500,4561.734693877551,"0.11","2023-01-27T10:10:00.000Z","-"
3.85,3.85,3.84,3.84,1674789600,5800,4561.734693877551,"1.27","2023-01-27T10:20:00.000Z","up"
3.85,3.85,3.85,3.85,1674789900,2400,4561.734693877551,"0.53","2023-01-27T10:25:00.000Z","-"
3.88,3.88,3.88,3.88,1674790200,400,4561.734693877551,"0.09","2023-01-27T10:30:00.000Z","-"
3.88,3.88,3.88,3.88,1674790500,300,4561.734693877551,"0.07","2023-01-27T10:35:00.000Z","-"
