┌─────────┬───────┬───────┬───────┬───────┬────────────┬────────┬───────────────────┬─────────┬────────────────────────────┬────────┐
│ (index) │   c   │   h   │   l   │   o   │     t      │   v    │        av         │    r    │            date            │ updown │
├─────────┼───────┼───────┼───────┼───────┼────────────┼────────┼───────────────────┼─────────┼────────────────────────────┼────────┤
│    0    │ 21.2  │ 21.3  │ 21.1  │ 21.1  │ 1674008100 │ 63500  │ 35248.43205574913 │ '1.80'  │ '2023-01-18T09:15:00.000Z' │  'up'  │
│    1    │ 21.05 │ 21.25 │ 21.05 │ 21.2  │ 1674008400 │ 37400  │ 35248.43205574913 │ '1.06'  │ '2023-01-18T09:20:00.000Z' │ 'down' │
│    2    │  21   │ 21.1  │ 20.95 │ 21.05 │ 1674008700 │ 22500  │ 35248.43205574913 │ '0.64'  │ '2023-01-18T09:25:00.000Z' │ 'down' │
│    3    │ 20.9  │ 20.95 │ 20.8  │ 20.95 │ 1674009000 │ 17300  │ 35248.43205574913 │ '0.49'  │ '2023-01-18T09:30:00.000Z' │ 'down' │
│    4    │ 20.9  │  21   │ 20.9  │  21   │ 1674009300 │ 61900  │ 35248.43205574913 │ '1.76'  │ '2023-01-18T09:35:00.000Z' │ 'down' │
│    5    │ 20.85 │ 20.9  │ 20.85 │ 20.9  │ 1674009600 │ 15800  │ 35248.43205574913 │ '0.45'  │ '2023-01-18T09:40:00.000Z' │ 'down' │
│    6    │ 20.95 │ 20.95 │ 20.85 │ 20.85 │ 1674009900 │ 13300  │ 35248.43205574913 │ '0.38'  │ '2023-01-18T09:45:00.000Z' │  'up'  │
│    7    │ 20.95 │ 20.95 │ 20.95 │ 20.95 │ 1674010200 │  6400  │ 35248.43205574913 │ '0.18'  │ '2023-01-18T09:50:00.000Z' │  '-'   │
│    8    │  21   │  21   │ 20.95 │ 20.95 │ 1674010500 │ 31300  │ 35248.43205574913 │ '0.89'  │ '2023-01-18T09:55:00.000Z' │  'up'  │
│    9    │ 20.95 │  21   │ 20.95 │  21   │ 1674010800 │ 22600  │ 35248.43205574913 │ '0.64'  │ '2023-01-18T10:00:00.000Z' │ 'down' │
│   10    │ 20.9  │ 20.95 │ 20.9  │ 20.95 │ 1674011100 │ 44200  │ 35248.43205574913 │ '1.25'  │ '2023-01-18T10:05:00.000Z' │ 'down' │
│   11    │ 20.9  │ 20.9  │ 20.85 │ 20.9  │ 1674011400 │ 45000  │ 35248.43205574913 │ '1.28'  │ '2023-01-18T10:10:00.000Z' │  '-'   │
│   12    │ 20.9  │ 20.9  │ 20.9  │ 20.9  │ 1674011700 │ 13800  │ 35248.43205574913 │ '0.39'  │ '2023-01-18T10:15:00.000Z' │  '-'   │
│   13    │ 20.8  │ 20.9  │ 20.8  │ 20.9  │ 1674012000 │  3700  │ 35248.43205574913 │ '0.10'  │ '2023-01-18T10:20:00.000Z' │ 'down' │
│   14    │ 20.8  │ 20.8  │ 20.8  │ 20.8  │ 1674012300 │ 23700  │ 35248.43205574913 │ '0.67'  │ '2023-01-18T10:25:00.000Z' │  '-'   │
│   15    │ 20.85 │ 20.85 │ 20.75 │ 20.8  │ 1674012600 │ 36200  │ 35248.43205574913 │ '1.03'  │ '2023-01-18T10:30:00.000Z' │  'up'  │
│   16    │ 20.9  │ 20.9  │ 20.85 │ 20.9  │ 1674012900 │ 12300  │ 35248.43205574913 │ '0.35'  │ '2023-01-18T10:35:00.000Z' │  '-'   │
│   17    │  21   │  21   │ 20.9  │ 20.9  │ 1674013200 │ 53000  │ 35248.43205574913 │ '1.50'  │ '2023-01-18T10:40:00.000Z' │  'up'  │
│   18    │ 21.05 │ 21.05 │  21   │ 21.05 │ 1674013500 │ 18900  │ 35248.43205574913 │ '0.54'  │ '2023-01-18T10:45:00.000Z' │  '-'   │
│   19    │ 21.05 │ 21.05 │ 21.05 │ 21.05 │ 1674013800 │ 19100  │ 35248.43205574913 │ '0.54'  │ '2023-01-18T10:50:00.000Z' │  '-'   │
│   20    │ 20.9  │ 21.05 │ 20.9  │ 21.05 │ 1674014100 │ 29900  │ 35248.43205574913 │ '0.85'  │ '2023-01-18T10:55:00.000Z' │ 'down' │
│   21    │ 20.95 │ 20.95 │ 20.85 │ 20.9  │ 1674014400 │  7100  │ 35248.43205574913 │ '0.20'  │ '2023-01-18T11:00:00.000Z' │  'up'  │
│   22    │ 20.9  │ 20.95 │ 20.9  │ 20.95 │ 1674014700 │  8600  │ 35248.43205574913 │ '0.24'  │ '2023-01-18T11:05:00.000Z' │ 'down' │
│   23    │ 20.9  │ 20.9  │ 20.9  │ 20.9  │ 1674015000 │  700   │ 35248.43205574913 │ '0.02'  │ '2023-01-18T11:10:00.000Z' │  '-'   │
│   24    │ 20.9  │ 20.95 │ 20.9  │ 20.9  │ 1674015300 │ 17700  │ 35248.43205574913 │ '0.50'  │ '2023-01-18T11:15:00.000Z' │  '-'   │
│   25    │ 20.9  │ 20.9  │ 20.85 │ 20.9  │ 1674015600 │  7600  │ 35248.43205574913 │ '0.22'  │ '2023-01-18T11:20:00.000Z' │  '-'   │
│   26    │ 20.9  │ 20.95 │ 20.9  │ 20.95 │ 1674015900 │  3100  │ 35248.43205574913 │ '0.09'  │ '2023-01-18T11:25:00.000Z' │ 'down' │
│   27    │ 20.85 │ 20.9  │ 20.85 │ 20.9  │ 1674021600 │ 39300  │ 35248.43205574913 │ '1.11'  │ '2023-01-18T13:00:00.000Z' │ 'down' │
│   28    │ 20.85 │ 20.9  │ 20.85 │ 20.9  │ 1674021900 │  8200  │ 35248.43205574913 │ '0.23'  │ '2023-01-18T13:05:00.000Z' │ 'down' │
│   29    │ 20.9  │ 20.9  │ 20.85 │ 20.85 │ 1674022200 │ 14000  │ 35248.43205574913 │ '0.40'  │ '2023-01-18T13:10:00.000Z' │  'up'  │
│   30    │ 20.85 │ 20.9  │ 20.85 │ 20.85 │ 1674022500 │ 21700  │ 35248.43205574913 │ '0.62'  │ '2023-01-18T13:15:00.000Z' │  '-'   │
│   31    │ 20.85 │ 20.95 │ 20.85 │ 20.85 │ 1674022800 │ 52900  │ 35248.43205574913 │ '1.50'  │ '2023-01-18T13:20:00.000Z' │  '-'   │
│   32    │  21   │ 21.05 │ 20.85 │ 20.85 │ 1674023100 │ 87300  │ 35248.43205574913 │ '2.48'  │ '2023-01-18T13:25:00.000Z' │  'up'  │
│   33    │ 20.95 │ 21.05 │ 20.95 │  21   │ 1674023400 │ 27300  │ 35248.43205574913 │ '0.77'  │ '2023-01-18T13:30:00.000Z' │ 'down' │
│   34    │  21   │  21   │ 20.95 │  21   │ 1674023700 │ 28900  │ 35248.43205574913 │ '0.82'  │ '2023-01-18T13:35:00.000Z' │  '-'   │
│   35    │  21   │ 21.05 │  21   │ 21.05 │ 1674024000 │ 29100  │ 35248.43205574913 │ '0.83'  │ '2023-01-18T13:40:00.000Z' │ 'down' │
│   36    │  21   │  21   │  21   │  21   │ 1674024300 │ 40900  │ 35248.43205574913 │ '1.16'  │ '2023-01-18T13:45:00.000Z' │  '-'   │
│   37    │ 21.2  │ 21.2  │ 21.05 │ 21.05 │ 1674024600 │ 54100  │ 35248.43205574913 │ '1.53'  │ '2023-01-18T13:50:00.000Z' │  'up'  │
│   38    │ 21.15 │ 21.2  │ 21.15 │ 21.2  │ 1674024900 │ 36600  │ 35248.43205574913 │ '1.04'  │ '2023-01-18T13:55:00.000Z' │ 'down' │
│   39    │ 21.15 │ 21.15 │ 21.1  │ 21.15 │ 1674025200 │ 21500  │ 35248.43205574913 │ '0.61'  │ '2023-01-18T14:00:00.000Z' │  '-'   │
│   40    │ 21.15 │ 21.2  │ 21.1  │ 21.15 │ 1674025500 │ 50700  │ 35248.43205574913 │ '1.44'  │ '2023-01-18T14:05:00.000Z' │  '-'   │
│   41    │ 21.05 │ 21.15 │ 21.05 │ 21.1  │ 1674025800 │ 35000  │ 35248.43205574913 │ '0.99'  │ '2023-01-18T14:10:00.000Z' │ 'down' │
│   42    │ 21.45 │ 21.45 │ 21.1  │ 21.1  │ 1674026100 │ 94300  │ 35248.43205574913 │ '2.68'  │ '2023-01-18T14:15:00.000Z' │  'up'  │
│   43    │ 21.3  │ 21.45 │ 21.25 │ 21.45 │ 1674026400 │ 45700  │ 35248.43205574913 │ '1.30'  │ '2023-01-18T14:20:00.000Z' │ 'down' │
│   44    │ 21.2  │ 21.4  │ 21.15 │ 21.25 │ 1674026700 │ 62300  │ 35248.43205574913 │ '1.77'  │ '2023-01-18T14:25:00.000Z' │ 'down' │
│   45    │ 21.2  │ 21.2  │ 21.2  │ 21.2  │ 1674027000 │  600   │ 35248.43205574913 │ '0.02'  │ '2023-01-18T14:30:00.000Z' │  '-'   │
│   46    │ 21.4  │ 21.4  │ 21.4  │ 21.4  │ 1674027900 │ 77000  │ 35248.43205574913 │ '2.18'  │ '2023-01-18T14:45:00.000Z' │  '-'   │
│   47    │ 21.3  │ 21.35 │ 21.3  │ 21.35 │ 1674094500 │ 28300  │ 35248.43205574913 │ '0.80'  │ '2023-01-19T09:15:00.000Z' │ 'down' │
│   48    │ 21.2  │ 21.3  │ 21.1  │ 21.3  │ 1674094800 │ 30700  │ 35248.43205574913 │ '0.87'  │ '2023-01-19T09:20:00.000Z' │ 'down' │
│   49    │ 21.45 │ 21.5  │ 21.3  │ 21.3  │ 1674095100 │ 32900  │ 35248.43205574913 │ '0.93'  │ '2023-01-19T09:25:00.000Z' │  'up'  │
│   50    │ 21.45 │ 21.45 │ 21.4  │ 21.45 │ 1674095400 │ 14200  │ 35248.43205574913 │ '0.40'  │ '2023-01-19T09:30:00.000Z' │  '-'   │
│   51    │ 21.4  │ 21.45 │ 21.4  │ 21.45 │ 1674095700 │ 10700  │ 35248.43205574913 │ '0.30'  │ '2023-01-19T09:35:00.000Z' │ 'down' │
│   52    │ 21.9  │ 21.9  │ 21.45 │ 21.45 │ 1674096000 │ 70600  │ 35248.43205574913 │ '2.00'  │ '2023-01-19T09:40:00.000Z' │  'up'  │
│   53    │ 21.75 │  22   │ 21.75 │ 21.8  │ 1674096300 │ 76000  │ 35248.43205574913 │ '2.16'  │ '2023-01-19T09:45:00.000Z' │ 'down' │
│   54    │ 21.75 │ 21.8  │ 21.75 │ 21.75 │ 1674096600 │ 27800  │ 35248.43205574913 │ '0.79'  │ '2023-01-19T09:50:00.000Z' │  '-'   │
│   55    │ 21.8  │ 21.8  │ 21.8  │ 21.8  │ 1674096900 │  4200  │ 35248.43205574913 │ '0.12'  │ '2023-01-19T09:55:00.000Z' │  '-'   │
│   56    │ 21.75 │ 21.8  │ 21.75 │ 21.8  │ 1674097200 │ 28800  │ 35248.43205574913 │ '0.82'  │ '2023-01-19T10:00:00.000Z' │ 'down' │
│   57    │ 21.8  │ 21.8  │ 21.7  │ 21.7  │ 1674097500 │ 35600  │ 35248.43205574913 │ '1.01'  │ '2023-01-19T10:05:00.000Z' │  'up'  │
│   58    │  22   │  22   │ 21.75 │ 21.8  │ 1674097800 │ 149800 │ 35248.43205574913 │ '4.25'  │ '2023-01-19T10:10:00.000Z' │  'up'  │
│   59    │ 21.9  │  22   │ 21.85 │  22   │ 1674098100 │ 17600  │ 35248.43205574913 │ '0.50'  │ '2023-01-19T10:15:00.000Z' │ 'down' │
│   60    │ 21.8  │ 21.9  │ 21.8  │ 21.9  │ 1674098400 │ 20700  │ 35248.43205574913 │ '0.59'  │ '2023-01-19T10:20:00.000Z' │ 'down' │
│   61    │ 21.8  │ 21.8  │ 21.8  │ 21.8  │ 1674098700 │  9600  │ 35248.43205574913 │ '0.27'  │ '2023-01-19T10:25:00.000Z' │  '-'   │
│   62    │ 21.8  │ 21.8  │ 21.7  │ 21.75 │ 1674099000 │ 25400  │ 35248.43205574913 │ '0.72'  │ '2023-01-19T10:30:00.000Z' │  'up'  │
│   63    │ 21.7  │ 21.7  │ 21.7  │ 21.7  │ 1674099300 │  1200  │ 35248.43205574913 │ '0.03'  │ '2023-01-19T10:35:00.000Z' │  '-'   │
│   64    │ 21.7  │ 21.7  │ 21.6  │ 21.7  │ 1674099600 │ 35200  │ 35248.43205574913 │ '1.00'  │ '2023-01-19T10:40:00.000Z' │  '-'   │
│   65    │ 21.55 │ 21.7  │ 21.55 │ 21.7  │ 1674099900 │ 38400  │ 35248.43205574913 │ '1.09'  │ '2023-01-19T10:45:00.000Z' │ 'down' │
│   66    │ 21.55 │ 21.6  │ 21.5  │ 21.5  │ 1674100200 │ 12100  │ 35248.43205574913 │ '0.34'  │ '2023-01-19T10:50:00.000Z' │  'up'  │
│   67    │ 21.5  │ 21.55 │ 21.5  │ 21.55 │ 1674100500 │ 11600  │ 35248.43205574913 │ '0.33'  │ '2023-01-19T10:55:00.000Z' │ 'down' │
│   68    │ 21.45 │ 21.45 │ 21.4  │ 21.45 │ 1674100800 │ 44100  │ 35248.43205574913 │ '1.25'  │ '2023-01-19T11:00:00.000Z' │  '-'   │
│   69    │ 21.45 │ 21.45 │ 21.45 │ 21.45 │ 1674101100 │ 16100  │ 35248.43205574913 │ '0.46'  │ '2023-01-19T11:05:00.000Z' │  '-'   │
│   70    │ 21.45 │ 21.5  │ 21.4  │ 21.45 │ 1674101400 │  9400  │ 35248.43205574913 │ '0.27'  │ '2023-01-19T11:10:00.000Z' │  '-'   │
│   71    │ 21.5  │ 21.5  │ 21.5  │ 21.5  │ 1674101700 │  2800  │ 35248.43205574913 │ '0.08'  │ '2023-01-19T11:15:00.000Z' │  '-'   │
│   72    │ 21.5  │ 21.5  │ 21.45 │ 21.45 │ 1674102000 │  7500  │ 35248.43205574913 │ '0.21'  │ '2023-01-19T11:20:00.000Z' │  'up'  │
│   73    │ 21.45 │ 21.45 │ 21.45 │ 21.45 │ 1674102300 │  3700  │ 35248.43205574913 │ '0.10'  │ '2023-01-19T11:25:00.000Z' │  '-'   │
│   74    │ 21.4  │ 21.4  │ 21.4  │ 21.4  │ 1674102600 │ 15000  │ 35248.43205574913 │ '0.43'  │ '2023-01-19T11:30:00.000Z' │  '-'   │
│   75    │ 21.4  │ 21.4  │ 21.4  │ 21.4  │ 1674108000 │ 20700  │ 35248.43205574913 │ '0.59'  │ '2023-01-19T13:00:00.000Z' │  '-'   │
│   76    │ 21.5  │ 21.6  │ 21.4  │ 21.4  │ 1674108300 │ 49800  │ 35248.43205574913 │ '1.41'  │ '2023-01-19T13:05:00.000Z' │  'up'  │
│   77    │ 21.45 │ 21.45 │ 21.4  │ 21.45 │ 1674108600 │  6500  │ 35248.43205574913 │ '0.18'  │ '2023-01-19T13:10:00.000Z' │  '-'   │
│   78    │ 21.6  │ 21.6  │ 21.5  │ 21.5  │ 1674108900 │ 10100  │ 35248.43205574913 │ '0.29'  │ '2023-01-19T13:15:00.000Z' │  'up'  │
│   79    │ 21.55 │ 21.6  │ 21.55 │ 21.55 │ 1674109200 │  5100  │ 35248.43205574913 │ '0.14'  │ '2023-01-19T13:20:00.000Z' │  '-'   │
│   80    │ 21.55 │ 21.7  │ 21.55 │ 21.55 │ 1674109500 │ 17100  │ 35248.43205574913 │ '0.49'  │ '2023-01-19T13:25:00.000Z' │  '-'   │
│   81    │ 21.6  │ 21.7  │ 21.55 │ 21.55 │ 1674109800 │ 32900  │ 35248.43205574913 │ '0.93'  │ '2023-01-19T13:30:00.000Z' │  'up'  │
│   82    │ 21.65 │ 21.7  │ 21.6  │ 21.6  │ 1674110100 │ 17100  │ 35248.43205574913 │ '0.49'  │ '2023-01-19T13:35:00.000Z' │  'up'  │
│   83    │ 21.65 │ 21.7  │ 21.65 │ 21.65 │ 1674110400 │ 17900  │ 35248.43205574913 │ '0.51'  │ '2023-01-19T13:40:00.000Z' │  '-'   │
│   84    │ 21.55 │ 21.65 │ 21.5  │ 21.65 │ 1674110700 │ 57200  │ 35248.43205574913 │ '1.62'  │ '2023-01-19T13:45:00.000Z' │ 'down' │
