"c","h","l","o","t","v","av","r","date","updown"
16.7,16.7,16.7,16.7,1674008100,200,2344.4444444444443,"0.09","2023-01-18T09:15:00.000Z","-"
16.8,16.8,16.8,16.8,1674008400,100,2344.4444444444443,"0.04","2023-01-18T09:20:00.000Z","-"
16.9,16.9,16.9,16.9,1674009000,500,2344.4444444444443,"0.21","2023-01-18T09:30:00.000Z","-"
16.85,16.85,16.8,16.8,1674010200,2400,2344.4444444444443,"1.02","2023-01-18T09:50:00.000Z","up"
16.9,16.9,16.9,16.9,1674010500,1000,2344.4444444444443,"0.43","2023-01-18T09:55:00.000Z","-"
16.95,16.95,16.9,16.9,1674012300,800,2344.4444444444443,"0.34","2023-01-18T10:25:00.000Z","up"
17,17,16.95,16.95,1674013200,5200,2344.4444444444443,"2.22","2023-01-18T10:40:00.000Z","up"
17,17,17,17,1674013500,3500,2344.4444444444443,"1.49","2023-01-18T10:45:00.000Z","-"
17,17,17,17,1674014700,1500,2344.4444444444443,"0.64","2023-01-18T11:05:00.000Z","-"
17,17,17,17,1674021600,300,2344.4444444444443,"0.13","2023-01-18T13:00:00.000Z","-"
16.9,16.9,16.9,16.9,1674024300,100,2344.4444444444443,"0.04","2023-01-18T13:45:00.000Z","-"
16.95,16.95,16.95,16.95,1674024600,1200,2344.4444444444443,"0.51","2023-01-18T13:50:00.000Z","-"
16.95,16.95,16.95,16.95,1674024900,200,2344.4444444444443,"0.09","2023-01-18T13:55:00.000Z","-"
17,17,16.95,16.95,1674025200,1300,2344.4444444444443,"0.55","2023-01-18T14:00:00.000Z","up"
17,17,17,17,1674025500,800,2344.4444444444443,"0.34","2023-01-18T14:05:00.000Z","-"
16.9,16.95,16.9,16.95,1674026700,1000,2344.4444444444443,"0.43","2023-01-18T14:25:00.000Z","down"
17.1,17.1,17.1,17.1,1674027900,2000,2344.4444444444443,"0.85","2023-01-18T14:45:00.000Z","-"
17,17,17,17,1674097500,1900,2344.4444444444443,"0.81","2023-01-19T10:05:00.000Z","-"
17,17,17,17,1674097800,500,2344.4444444444443,"0.21","2023-01-19T10:10:00.000Z","-"
17,17,17,17,1674099900,600,2344.4444444444443,"0.26","2023-01-19T10:45:00.000Z","-"
17,17,17,17,1674102000,300,2344.4444444444443,"0.13","2023-01-19T11:20:00.000Z","-"
17,17,17,17,1674102300,900,2344.4444444444443,"0.38","2023-01-19T11:25:00.000Z","-"
16.95,16.95,16.95,16.95,1674108000,100,2344.4444444444443,"0.04","2023-01-19T13:00:00.000Z","-"
17,17,17,17,1674108900,700,2344.4444444444443,"0.30","2023-01-19T13:15:00.000Z","-"
17,17,17,17,1674109500,300,2344.4444444444443,"0.13","2023-01-19T13:25:00.000Z","-"
17,17,17,17,1674110700,100,2344.4444444444443,"0.04","2023-01-19T13:45:00.000Z","-"
17.05,17.05,17.05,17.05,1674111000,1000,2344.4444444444443,"0.43","2023-01-19T13:50:00.000Z","-"
17.2,17.2,17.2,17.2,1674114300,800,2344.4444444444443,"0.34","2023-01-19T14:45:00.000Z","-"
17.65,17.65,17.55,17.55,1674789300,300,2344.4444444444443,"0.13","2023-01-27T10:15:00.000Z","up"
17.6,17.6,17.6,17.6,1674790800,100,2344.4444444444443,"0.04","2023-01-27T10:40:00.000Z","-"
