┌─────────┬──────┬──────┬──────┬──────┬────────────┬───────┬────────────────────┬─────────┬────────────────────────────┬────────┐
│ (index) │  c   │  h   │  l   │  o   │     t      │   v   │         av         │    r    │            date            │ updown │
├─────────┼──────┼──────┼──────┼──────┼────────────┼───────┼────────────────────┼─────────┼────────────────────────────┼────────┤
│    0    │ 75.5 │ 75.5 │ 72.1 │ 75.5 │ 1674007200 │ 12500 │ 2789.9497487437184 │ '4.48'  │ '2023-01-18T09:00:00.000Z' │  '-'   │
│    1    │ 77.1 │ 77.1 │ 77.1 │ 77.1 │ 1674007800 │  100  │ 2789.9497487437184 │ '0.04'  │ '2023-01-18T09:10:00.000Z' │  '-'   │
│    2    │ 77.5 │ 77.5 │ 77.1 │ 77.1 │ 1674008100 │ 1600  │ 2789.9497487437184 │ '0.57'  │ '2023-01-18T09:15:00.000Z' │  'up'  │
│    3    │ 78.2 │  79  │ 78.1 │ 78.1 │ 1674008400 │ 1100  │ 2789.9497487437184 │ '0.39'  │ '2023-01-18T09:20:00.000Z' │  'up'  │
│    4    │  79  │  79  │  79  │  79  │ 1674008700 │  100  │ 2789.9497487437184 │ '0.04'  │ '2023-01-18T09:25:00.000Z' │  '-'   │
│    5    │ 78.3 │ 79.6 │ 78.3 │ 79.6 │ 1674009000 │  200  │ 2789.9497487437184 │ '0.07'  │ '2023-01-18T09:30:00.000Z' │ 'down' │
│    6    │ 78.3 │ 78.3 │ 78.3 │ 78.3 │ 1674009300 │ 1100  │ 2789.9497487437184 │ '0.39'  │ '2023-01-18T09:35:00.000Z' │  '-'   │
│    7    │ 78.3 │ 78.3 │ 78.3 │ 78.3 │ 1674009600 │  100  │ 2789.9497487437184 │ '0.04'  │ '2023-01-18T09:40:00.000Z' │  '-'   │
│    8    │  78  │  78  │  78  │  78  │ 1674009900 │ 2600  │ 2789.9497487437184 │ '0.93'  │ '2023-01-18T09:45:00.000Z' │  '-'   │
│    9    │ 77.6 │ 77.6 │ 77.6 │ 77.6 │ 1674010200 │  500  │ 2789.9497487437184 │ '0.18'  │ '2023-01-18T09:50:00.000Z' │  '-'   │
│   10    │  78  │  78  │ 77.6 │ 77.6 │ 1674010500 │ 2200  │ 2789.9497487437184 │ '0.79'  │ '2023-01-18T09:55:00.000Z' │  'up'  │
│   11    │ 77.5 │ 77.5 │ 77.5 │ 77.5 │ 1674010800 │ 4000  │ 2789.9497487437184 │ '1.43'  │ '2023-01-18T10:00:00.000Z' │  '-'   │
│   12    │ 76.8 │ 77.2 │ 76.8 │ 77.2 │ 1674011400 │ 6400  │ 2789.9497487437184 │ '2.29'  │ '2023-01-18T10:10:00.000Z' │ 'down' │
│   13    │ 76.8 │  77  │ 76.8 │  77  │ 1674011700 │ 1700  │ 2789.9497487437184 │ '0.61'  │ '2023-01-18T10:15:00.000Z' │ 'down' │
│   14    │  77  │  77  │  77  │  77  │ 1674012900 │  400  │ 2789.9497487437184 │ '0.14'  │ '2023-01-18T10:35:00.000Z' │  '-'   │
│   15    │ 76.9 │ 76.9 │ 76.9 │ 76.9 │ 1674013500 │  200  │ 2789.9497487437184 │ '0.07'  │ '2023-01-18T10:45:00.000Z' │  '-'   │
│   16    │  78  │  78  │  78  │  78  │ 1674014100 │  300  │ 2789.9497487437184 │ '0.11'  │ '2023-01-18T10:55:00.000Z' │  '-'   │
│   17    │  78  │  78  │  78  │  78  │ 1674015000 │  200  │ 2789.9497487437184 │ '0.07'  │ '2023-01-18T11:10:00.000Z' │  '-'   │
│   18    │ 77.1 │ 77.1 │ 77.1 │ 77.1 │ 1674015300 │  600  │ 2789.9497487437184 │ '0.22'  │ '2023-01-18T11:15:00.000Z' │  '-'   │
│   19    │ 76.9 │ 77.1 │ 76.8 │ 77.1 │ 1674015900 │ 4400  │ 2789.9497487437184 │ '1.58'  │ '2023-01-18T11:25:00.000Z' │ 'down' │
│   20    │  77  │  77  │ 76.9 │ 76.9 │ 1674021600 │ 5400  │ 2789.9497487437184 │ '1.94'  │ '2023-01-18T13:00:00.000Z' │  'up'  │
│   21    │ 77.1 │ 77.1 │ 77.1 │ 77.1 │ 1674022500 │  100  │ 2789.9497487437184 │ '0.04'  │ '2023-01-18T13:15:00.000Z' │  '-'   │
│   22    │  78  │  78  │  78  │  78  │ 1674023100 │  200  │ 2789.9497487437184 │ '0.07'  │ '2023-01-18T13:25:00.000Z' │  '-'   │
│   23    │ 77.1 │ 77.1 │ 77.1 │ 77.1 │ 1674023700 │ 1300  │ 2789.9497487437184 │ '0.47'  │ '2023-01-18T13:35:00.000Z' │  '-'   │
│   24    │  78  │  78  │ 77.1 │ 77.1 │ 1674024300 │ 1100  │ 2789.9497487437184 │ '0.39'  │ '2023-01-18T13:45:00.000Z' │  'up'  │
│   25    │  78  │  78  │  78  │  78  │ 1674024600 │  200  │ 2789.9497487437184 │ '0.07'  │ '2023-01-18T13:50:00.000Z' │  '-'   │
│   26    │  78  │ 78.1 │  78  │ 78.1 │ 1674026100 │ 1700  │ 2789.9497487437184 │ '0.61'  │ '2023-01-18T14:15:00.000Z' │ 'down' │
│   27    │  78  │  78  │  78  │  78  │ 1674026400 │  500  │ 2789.9497487437184 │ '0.18'  │ '2023-01-18T14:20:00.000Z' │  '-'   │
│   28    │ 77.6 │ 77.6 │ 77.6 │ 77.6 │ 1674028500 │  200  │ 2789.9497487437184 │ '0.07'  │ '2023-01-18T14:55:00.000Z' │  '-'   │
│   29    │ 79.9 │ 79.9 │ 75.5 │ 79.9 │ 1674094500 │ 6500  │ 2789.9497487437184 │ '2.33'  │ '2023-01-19T09:15:00.000Z' │  '-'   │
│   30    │ 79.8 │ 79.8 │ 79.8 │ 79.8 │ 1674094800 │ 1000  │ 2789.9497487437184 │ '0.36'  │ '2023-01-19T09:20:00.000Z' │  '-'   │
│   31    │  79  │  79  │  79  │  79  │ 1674095100 │  200  │ 2789.9497487437184 │ '0.07'  │ '2023-01-19T09:25:00.000Z' │  '-'   │
│   32    │ 79.9 │ 79.9 │ 79.5 │ 79.5 │ 1674095400 │ 3100  │ 2789.9497487437184 │ '1.11'  │ '2023-01-19T09:30:00.000Z' │  'up'  │
│   33    │ 79.9 │ 79.9 │ 79.8 │ 79.8 │ 1674095700 │ 2700  │ 2789.9497487437184 │ '0.97'  │ '2023-01-19T09:35:00.000Z' │  'up'  │
│   34    │ 79.9 │ 79.9 │ 79.9 │ 79.9 │ 1674096000 │ 1300  │ 2789.9497487437184 │ '0.47'  │ '2023-01-19T09:40:00.000Z' │  '-'   │
│   35    │ 79.9 │ 79.9 │ 79.9 │ 79.9 │ 1674096900 │  100  │ 2789.9497487437184 │ '0.04'  │ '2023-01-19T09:55:00.000Z' │  '-'   │
│   36    │ 79.9 │ 79.9 │ 79.9 │ 79.9 │ 1674098100 │  500  │ 2789.9497487437184 │ '0.18'  │ '2023-01-19T10:15:00.000Z' │  '-'   │
│   37    │  80  │  80  │ 79.9 │ 79.9 │ 1674098400 │ 5000  │ 2789.9497487437184 │ '1.79'  │ '2023-01-19T10:20:00.000Z' │  'up'  │
│   38    │  81  │  81  │  80  │  80  │ 1674098700 │ 1900  │ 2789.9497487437184 │ '0.68'  │ '2023-01-19T10:25:00.000Z' │  'up'  │
│   39    │ 81.5 │ 81.5 │  81  │  81  │ 1674100200 │  400  │ 2789.9497487437184 │ '0.14'  │ '2023-01-19T10:50:00.000Z' │  'up'  │
│   40    │  81  │  81  │  81  │  81  │ 1674100800 │ 3400  │ 2789.9497487437184 │ '1.22'  │ '2023-01-19T11:00:00.000Z' │  '-'   │
│   41    │  81  │ 81.1 │  81  │  81  │ 1674101100 │ 1700  │ 2789.9497487437184 │ '0.61'  │ '2023-01-19T11:05:00.000Z' │  '-'   │
│   42    │  80  │  80  │  80  │  80  │ 1674101700 │  500  │ 2789.9497487437184 │ '0.18'  │ '2023-01-19T11:15:00.000Z' │  '-'   │
│   43    │ 79.8 │  80  │ 79.8 │  80  │ 1674108000 │  500  │ 2789.9497487437184 │ '0.18'  │ '2023-01-19T13:00:00.000Z' │ 'down' │
│   44    │ 79.9 │ 79.9 │ 79.7 │ 79.7 │ 1674108300 │  500  │ 2789.9497487437184 │ '0.18'  │ '2023-01-19T13:05:00.000Z' │  'up'  │
│   45    │ 79.5 │ 79.5 │ 79.5 │ 79.5 │ 1674108600 │ 2200  │ 2789.9497487437184 │ '0.79'  │ '2023-01-19T13:10:00.000Z' │  '-'   │
