┌─────────┬──────┬──────┬──────┬──────┬────────────┬───────┬───────────────────┬─────────┬────────────────────────────┬────────┐
│ (index) │  c   │  h   │  l   │  o   │     t      │   v   │        av         │    r    │            date            │ updown │
├─────────┼──────┼──────┼──────┼──────┼────────────┼───────┼───────────────────┼─────────┼────────────────────────────┼────────┤
│    0    │ 9.2  │ 9.2  │ 9.2  │ 9.2  │ 1674009000 │ 1000  │ 4236.538461538462 │ '0.24'  │ '2023-01-18T09:30:00.000Z' │  '-'   │
│    1    │ 9.2  │ 9.2  │ 9.2  │ 9.2  │ 1674009300 │  200  │ 4236.538461538462 │ '0.05'  │ '2023-01-18T09:35:00.000Z' │  '-'   │
│    2    │ 9.4  │ 9.4  │ 9.4  │ 9.4  │ 1674011400 │  600  │ 4236.538461538462 │ '0.14'  │ '2023-01-18T10:10:00.000Z' │  '-'   │
│    3    │ 9.3  │ 9.4  │ 9.3  │ 9.4  │ 1674012000 │  600  │ 4236.538461538462 │ '0.14'  │ '2023-01-18T10:20:00.000Z' │ 'down' │
│    4    │ 9.4  │ 9.4  │ 9.4  │ 9.4  │ 1674013200 │ 2500  │ 4236.538461538462 │ '0.59'  │ '2023-01-18T10:40:00.000Z' │  '-'   │
│    5    │ 9.4  │ 9.4  │ 9.4  │ 9.4  │ 1674013500 │  700  │ 4236.538461538462 │ '0.17'  │ '2023-01-18T10:45:00.000Z' │  '-'   │
│    6    │ 9.6  │ 9.6  │ 9.5  │ 9.5  │ 1674014100 │ 3000  │ 4236.538461538462 │ '0.71'  │ '2023-01-18T10:55:00.000Z' │  'up'  │
│    7    │ 9.6  │ 9.6  │ 9.6  │ 9.6  │ 1674014700 │  500  │ 4236.538461538462 │ '0.12'  │ '2023-01-18T11:05:00.000Z' │  '-'   │
│    8    │ 9.6  │ 9.6  │ 9.6  │ 9.6  │ 1674015300 │  100  │ 4236.538461538462 │ '0.02'  │ '2023-01-18T11:15:00.000Z' │  '-'   │
│    9    │ 9.6  │ 9.6  │ 9.6  │ 9.6  │ 1674021600 │ 2600  │ 4236.538461538462 │ '0.61'  │ '2023-01-18T13:00:00.000Z' │  '-'   │
│   10    │ 9.3  │ 9.3  │ 9.3  │ 9.3  │ 1674023100 │  400  │ 4236.538461538462 │ '0.09'  │ '2023-01-18T13:25:00.000Z' │  '-'   │
│   11    │ 9.3  │ 9.3  │ 9.3  │ 9.3  │ 1674024300 │  600  │ 4236.538461538462 │ '0.14'  │ '2023-01-18T13:45:00.000Z' │  '-'   │
│   12    │ 9.2  │ 9.2  │ 9.2  │ 9.2  │ 1674025500 │ 3900  │ 4236.538461538462 │ '0.92'  │ '2023-01-18T14:05:00.000Z' │  '-'   │
│   13    │ 9.2  │ 9.2  │ 9.2  │ 9.2  │ 1674025800 │ 4100  │ 4236.538461538462 │ '0.97'  │ '2023-01-18T14:10:00.000Z' │  '-'   │
│   14    │ 9.4  │ 9.4  │ 9.4  │ 9.4  │ 1674027900 │ 1500  │ 4236.538461538462 │ '0.35'  │ '2023-01-18T14:45:00.000Z' │  '-'   │
│   15    │ 9.6  │ 9.6  │ 9.6  │ 9.6  │ 1674094500 │ 1600  │ 4236.538461538462 │ '0.38'  │ '2023-01-19T09:15:00.000Z' │  '-'   │
│   16    │ 9.8  │ 9.8  │ 9.6  │ 9.8  │ 1674094800 │ 4600  │ 4236.538461538462 │ '1.09'  │ '2023-01-19T09:20:00.000Z' │  '-'   │
│   17    │ 9.8  │ 9.8  │ 9.8  │ 9.8  │ 1674096000 │ 2700  │ 4236.538461538462 │ '0.64'  │ '2023-01-19T09:40:00.000Z' │  '-'   │
│   18    │  10  │  10  │ 9.9  │ 9.9  │ 1674096300 │ 3300  │ 4236.538461538462 │ '0.78'  │ '2023-01-19T09:45:00.000Z' │  'up'  │
│   19    │ 9.8  │ 9.8  │ 9.8  │ 9.8  │ 1674097800 │ 2500  │ 4236.538461538462 │ '0.59'  │ '2023-01-19T10:10:00.000Z' │  '-'   │
│   20    │ 9.8  │ 9.8  │ 9.8  │ 9.8  │ 1674098100 │  300  │ 4236.538461538462 │ '0.07'  │ '2023-01-19T10:15:00.000Z' │  '-'   │
│   21    │ 9.8  │ 9.8  │ 9.8  │ 9.8  │ 1674098400 │  400  │ 4236.538461538462 │ '0.09'  │ '2023-01-19T10:20:00.000Z' │  '-'   │
│   22    │ 9.8  │ 9.8  │ 9.8  │ 9.8  │ 1674099300 │ 1000  │ 4236.538461538462 │ '0.24'  │ '2023-01-19T10:35:00.000Z' │  '-'   │
│   23    │ 9.8  │ 9.8  │ 9.8  │ 9.8  │ 1674100500 │ 1500  │ 4236.538461538462 │ '0.35'  │ '2023-01-19T10:55:00.000Z' │  '-'   │
│   24    │  10  │  10  │ 9.9  │ 9.9  │ 1674101400 │ 1400  │ 4236.538461538462 │ '0.33'  │ '2023-01-19T11:10:00.000Z' │  'up'  │
│   25    │  10  │  10  │  10  │  10  │ 1674101700 │ 10300 │ 4236.538461538462 │ '2.43'  │ '2023-01-19T11:15:00.000Z' │  '-'   │
│   26    │  10  │  10  │  10  │  10  │ 1674102000 │  600  │ 4236.538461538462 │ '0.14'  │ '2023-01-19T11:20:00.000Z' │  '-'   │
│   27    │  10  │  10  │  10  │  10  │ 1674108300 │ 1100  │ 4236.538461538462 │ '0.26'  │ '2023-01-19T13:05:00.000Z' │  '-'   │
│   28    │  10  │  10  │  10  │  10  │ 1674108900 │ 5200  │ 4236.538461538462 │ '1.23'  │ '2023-01-19T13:15:00.000Z' │  '-'   │
│   29    │ 10.2 │ 10.2 │ 10.1 │ 10.1 │ 1674109200 │ 3200  │ 4236.538461538462 │ '0.76'  │ '2023-01-19T13:20:00.000Z' │  'up'  │
│   30    │ 10.3 │ 10.3 │ 10.2 │ 10.2 │ 1674109500 │ 10200 │ 4236.538461538462 │ '2.41'  │ '2023-01-19T13:25:00.000Z' │  'up'  │
│   31    │ 10.3 │ 10.3 │ 10.3 │ 10.3 │ 1674109800 │  400  │ 4236.538461538462 │ '0.09'  │ '2023-01-19T13:30:00.000Z' │  '-'   │
│   32    │ 10.3 │ 10.3 │ 10.3 │ 10.3 │ 1674110100 │  100  │ 4236.538461538462 │ '0.02'  │ '2023-01-19T13:35:00.000Z' │  '-'   │
│   33    │ 10.3 │ 10.3 │ 10.3 │ 10.3 │ 1674110400 │  100  │ 4236.538461538462 │ '0.02'  │ '2023-01-19T13:40:00.000Z' │  '-'   │
│   34    │ 10.2 │ 10.2 │ 10.2 │ 10.2 │ 1674111300 │  200  │ 4236.538461538462 │ '0.05'  │ '2023-01-19T13:55:00.000Z' │  '-'   │
│   35    │ 10.2 │ 10.2 │ 10.2 │ 10.2 │ 1674112500 │ 1200  │ 4236.538461538462 │ '0.28'  │ '2023-01-19T14:15:00.000Z' │  '-'   │
│   36    │ 10.2 │ 10.3 │ 10.2 │ 10.3 │ 1674112800 │ 9500  │ 4236.538461538462 │ '2.24'  │ '2023-01-19T14:20:00.000Z' │ 'down' │
│   37    │ 10.2 │ 10.3 │ 10.2 │ 10.2 │ 1674113100 │ 12400 │ 4236.538461538462 │ '2.93'  │ '2023-01-19T14:25:00.000Z' │  '-'   │
│   38    │ 10.3 │ 10.3 │ 10.3 │ 10.3 │ 1674114300 │ 16100 │ 4236.538461538462 │ '3.80'  │ '2023-01-19T14:45:00.000Z' │  '-'   │
│   39    │ 11.3 │ 11.3 │ 10.5 │ 10.5 │ 1674784800 │ 5600  │ 4236.538461538462 │ '1.32'  │ '2023-01-27T09:00:00.000Z' │  'up'  │
│   40    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674785100 │ 5000  │ 4236.538461538462 │ '1.18'  │ '2023-01-27T09:05:00.000Z' │  '-'   │
│   41    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674786000 │  500  │ 4236.538461538462 │ '0.12'  │ '2023-01-27T09:20:00.000Z' │  '-'   │
│   42    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674786300 │ 1000  │ 4236.538461538462 │ '0.24'  │ '2023-01-27T09:25:00.000Z' │  '-'   │
│   43    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674786600 │ 1600  │ 4236.538461538462 │ '0.38'  │ '2023-01-27T09:30:00.000Z' │  '-'   │
│   44    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674786900 │ 4900  │ 4236.538461538462 │ '1.16'  │ '2023-01-27T09:35:00.000Z' │  '-'   │
│   45    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674787200 │ 1000  │ 4236.538461538462 │ '0.24'  │ '2023-01-27T09:40:00.000Z' │  '-'   │
│   46    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674787500 │  100  │ 4236.538461538462 │ '0.02'  │ '2023-01-27T09:45:00.000Z' │  '-'   │
│   47    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674787800 │  100  │ 4236.538461538462 │ '0.02'  │ '2023-01-27T09:50:00.000Z' │  '-'   │
│   48    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674788400 │  300  │ 4236.538461538462 │ '0.07'  │ '2023-01-27T10:00:00.000Z' │  '-'   │
│   49    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674788700 │ 1000  │ 4236.538461538462 │ '0.24'  │ '2023-01-27T10:05:00.000Z' │  '-'   │
│   50    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674789900 │ 3000  │ 4236.538461538462 │ '0.71'  │ '2023-01-27T10:25:00.000Z' │  '-'   │
│   51    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674790200 │  500  │ 4236.538461538462 │ '0.12'  │ '2023-01-27T10:30:00.000Z' │  '-'   │
│   52    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674790500 │ 1000  │ 4236.538461538462 │ '0.24'  │ '2023-01-27T10:35:00.000Z' │  '-'   │
│   53    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674790800 │ 4000  │ 4236.538461538462 │ '0.94'  │ '2023-01-27T10:40:00.000Z' │  '-'   │
│   54    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674791700 │  700  │ 4236.538461538462 │ '0.17'  │ '2023-01-27T10:55:00.000Z' │  '-'   │
│   55    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674799200 │  500  │ 4236.538461538462 │ '0.12'  │ '2023-01-27T13:00:00.000Z' │  '-'   │
│   56    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674799500 │ 2000  │ 4236.538461538462 │ '0.47'  │ '2023-01-27T13:05:00.000Z' │  '-'   │
│   57    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674803700 │ 3000  │ 4236.538461538462 │ '0.71'  │ '2023-01-27T14:15:00.000Z' │  '-'   │
│   58    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674804300 │ 83000 │ 4236.538461538462 │ '19.59' │ '2023-01-27T14:25:00.000Z' │  '-'   │
│   59    │ 11.3 │ 11.3 │ 11.3 │ 11.3 │ 1674805500 │  100  │ 4236.538461538462 │ '0.02'  │ '2023-01-27T14:45:00.000Z' │  '-'   │
│   60    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675044000 │ 20600 │ 4236.538461538462 │ '4.86'  │ '2023-01-30T09:00:00.000Z' │  '-'   │
│   61    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675044300 │ 18200 │ 4236.538461538462 │ '4.30'  │ '2023-01-30T09:05:00.000Z' │  '-'   │
│   62    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675044600 │ 20300 │ 4236.538461538462 │ '4.79'  │ '2023-01-30T09:10:00.000Z' │  '-'   │
│   63    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675044900 │ 4300  │ 4236.538461538462 │ '1.01'  │ '2023-01-30T09:15:00.000Z' │  '-'   │
│   64    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675045200 │ 3500  │ 4236.538461538462 │ '0.83'  │ '2023-01-30T09:20:00.000Z' │  '-'   │
│   65    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675045500 │  600  │ 4236.538461538462 │ '0.14'  │ '2023-01-30T09:25:00.000Z' │  '-'   │
│   66    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675045800 │ 1000  │ 4236.538461538462 │ '0.24'  │ '2023-01-30T09:30:00.000Z' │  '-'   │
│   67    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675046100 │ 2000  │ 4236.538461538462 │ '0.47'  │ '2023-01-30T09:35:00.000Z' │  '-'   │
│   68    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675046700 │  200  │ 4236.538461538462 │ '0.05'  │ '2023-01-30T09:45:00.000Z' │  '-'   │
│   69    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675047000 │ 2500  │ 4236.538461538462 │ '0.59'  │ '2023-01-30T09:50:00.000Z' │  '-'   │
│   70    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675047600 │ 1000  │ 4236.538461538462 │ '0.24'  │ '2023-01-30T10:00:00.000Z' │  '-'   │
│   71    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675048500 │  700  │ 4236.538461538462 │ '0.17'  │ '2023-01-30T10:15:00.000Z' │  '-'   │
│   72    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675048800 │ 1000  │ 4236.538461538462 │ '0.24'  │ '2023-01-30T10:20:00.000Z' │  '-'   │
│   73    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675049400 │ 3000  │ 4236.538461538462 │ '0.71'  │ '2023-01-30T10:30:00.000Z' │  '-'   │
│   74    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675049700 │  600  │ 4236.538461538462 │ '0.14'  │ '2023-01-30T10:35:00.000Z' │  '-'   │
│   75    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675050000 │  100  │ 4236.538461538462 │ '0.02'  │ '2023-01-30T10:40:00.000Z' │  '-'   │
│   76    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675051200 │  300  │ 4236.538461538462 │ '0.07'  │ '2023-01-30T11:00:00.000Z' │  '-'   │
│   77    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675052700 │ 1000  │ 4236.538461538462 │ '0.24'  │ '2023-01-30T11:25:00.000Z' │  '-'   │
│   78    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675058400 │ 2200  │ 4236.538461538462 │ '0.52'  │ '2023-01-30T13:00:00.000Z' │  '-'   │
│   79    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675060800 │ 1500  │ 4236.538461538462 │ '0.35'  │ '2023-01-30T13:40:00.000Z' │  '-'   │
│   80    │ 12.4 │ 12.4 │ 12.4 │ 12.4 │ 1675062000 │ 1000  │ 4236.538461538462 │ '0.24'  │ '2023-01-30T14:00:00.000Z' │  '-'   │
│   81    │ 13.5 │ 13.5 │ 13.1 │ 13.4 │ 1675130400 │ 18200 │ 4236.538461538462 │ '4.30'  │ '2023-01-31T09:00:00.000Z' │  'up'  │
│   82    │ 13.4 │ 13.5 │ 13.4 │ 13.5 │ 1675130700 │ 13700 │ 4236.538461538462 │ '3.23'  │ '2023-01-31T09:05:00.000Z' │ 'down' │
│   83    │ 12.6 │ 13.4 │ 12.6 │ 13.4 │ 1675131000 │ 11800 │ 4236.538461538462 │ '2.79'  │ '2023-01-31T09:10:00.000Z' │ 'down' │
│   84    │ 12.1 │ 12.6 │ 12.1 │ 12.6 │ 1675131300 │ 9100  │ 4236.538461538462 │ '2.15'  │ '2023-01-31T09:15:00.000Z' │ 'down' │
│   85    │ 12.3 │ 12.3 │ 12.3 │ 12.3 │ 1675131600 │ 1000  │ 4236.538461538462 │ '0.24'  │ '2023-01-31T09:20:00.000Z' │  '-'   │
│   86    │ 12.6 │ 12.6 │ 12.4 │ 12.4 │ 1675131900 │ 2700  │ 4236.538461538462 │ '0.64'  │ '2023-01-31T09:25:00.000Z' │  'up'  │
