20230223 ASM 0 0 0  9100
20230223 ASM -119800 -1038725000 1559473000 39000 39000
20230223 ASM -12200 -107810000 1075375000 9100 18200
20230223 ASM -12200 -107885000 996591000  1700
20230223 ASM -12300 -108671000 1084018000 1100 2100
20230223 ASM -13900 -122598000 981878000 8300 49000
20230223 ASM -16300 -143231000 1084018000 4000 4000
20230223 ASM 1700 14901000 19256000 500 2700
20230223 ASM -18100 -158002000 1429337000 5500 18800
20230223 ASM -189400 -1638835000 1576745000 71600 73700
20230223 ASM -19300 -168417000 1430206000 1300 1400
20230223 ASM -22000 -192479000 1084018000 5700 5700
20230223 ASM -24900 -217094000 1257275000  7700
20230223 ASM -25600 -223147000 42048000 29900 32500
20230223 ASM -25900 -225784000 1313760000 7500 14000
20230223 ASM -265800 -2296039000 1594827000 78500 80600
20230223 ASM -266400 -2301148000 1645567000 6500 12400
20230223 ASM -267100 -2307134000 1691218000 6000 11300
20230223 ASM -267200 -2307995000 1691218000 100 100
20230223 ASM -286100 -2469909000 2003442000  500
20230223 ASM -286600 -2474220000 1999131000 5400 24000
20230223 ASM -288500 -2491238000 1716187000 24200 27100
20230223 ASM -291300 -2514728000 2007757000 5700 6200
20230223 ASM -297700 -2570271000 1835005000 10000 22800
20230223 ASM -299800 -2588342000 1838461000 2500 2900
20230223 ASM -300500 -2594428000 1724797000 13000 14000
20230223 ASM -30500 -265630000 1456249000 14200 17200
20230223 ASM -30900 -269102000 1456249000 400 400
20230223 ASM -312000 -2692947000 2043878000 24900 29100
20230223 ASM -316600 -2732489000 2059376000 6400 8200
20230223 ASM -32200 -280616000 1169554000  9500
20230223 ASM -32600 -284007000 1190362000 700 3100
20230223 ASM -34300 -298760000 1169554000 2100 2100
20230223 ASM -34700 -302136000 183310000 25300 41500
20230223 ASM -368100 -3174505000 2080861000 54000 56500
20230223 ASM -384400 -3314035000 2087720000 17100 17900
20230223 ASM -402200 -3466156000 2282900000 3000 14300
20230223 ASM -404300 -3484160000 2106552000 22100 24300
20230223 ASM -406000 -3498714000 2121116000 3400 5100
20230223 ASM -409300 -3526962000 2157924000 7600 11900
20230223 ASM -410100 -3533779000 2283757000 8000 8100
20230223 ASM -410500 -3537234000 2186172000 4500 7800
20230223 ASM -41700 -362696000 1087474000 20100 20500
20230223 ASM -431200 -3714117000 2334183000 1000 4700
20230223 ASM -432300 -3723249000 2545578000 6300 28500
20230223 ASM -432400 -3724335000 2364963000 4800 8400
20230223 ASM -433900 -3737170000 2365818000 1600 1700
20230223 ASM -433900 -3737195000 2302545000 900 2700
20230223 ASM -434800 -3744881000 2287173000 25100 25500
20230223 ASM -439000 -3780368000 2632684000 7600 17800
20230223 ASM -441600 -3802646000 2545578000 9300 9300
20230223 ASM -446000 -3840615000 2374378000 13100 14800
20230223 ASM -46300 -402861000 629897000 1000 14000
20230223 ASM -495500 -4261197000 2665098000 60300 64100
20230223 ASM -54600 -474815000 203205000 22200 24500
20230223 ASM -550200 -4726178000 2665098000 54700 54700
20230223 ASM -551800 -4739794000 2665098000 1600 1600
20230223 ASM -55600 -483477000 1510066000 2000 6100
20230223 ASM -57700 -501514000 312195000 15700 28300
20230223 ASM -57700 -501725000 1474478000 28900 31000
20230223 ASM -58300 -506481000 517647000 12300 33200
20230223 ASM -66900 -580942000 337280000 12100 15000
20230223 ASM -68100 -591879000 1518751000 13500 14500
20230223 ASM -71900 -624787000 1529143000 5000 6200
20230223 ASM -78400 -680957000 1559473000 10000 13500
20230223 ASM -80800 -701741000 1559473000 2400 2400
20230223 ASM "acum_busd" "acum_busd_val" "acum_val_bu" "sd" "sum_vol"
