20230223 TDM -100 -3420000 3740000  100
20230223 TDM -11100 -411525000 3740000 5000 5000
20230223 TDM -113000 -4176900000 11140000 50000 50000
20230223 TDM -113800 -4206420000 11140000 800 800
20230223 TDM -118800 -4390710000 11140000 5000 5000
20230223 TDM -119600 -4420230000 11140000 800 800
20230223 TDM -136300 -5035625000 11140000 16700 16700
20230223 TDM -136600 -5046680000 11140000 300 300
20230223 TDM -136900 -5057735000 11140000 300 300
20230223 TDM -141900 -5241985000 11140000 5000 5000
20230223 TDM -200 -7160000 0 200 200
20230223 TDM -5100 -188925000 3740000 5000 5000
20230223 TDM -6100 -226025000 3740000 1000 1000
20230223 TDM -61400 -2272700000 3740000 50300 50300
20230223 TDM -63000 -2331900000 11140000 1800 2000
20230223 TDM "acum_busd" "acum_busd_val" "acum_val_bu" "sd" "sum_vol"
