┌─────────┬──────┬──────┬──────┬──────┬──────┬──────────┬───────────┬─────────┬──────────┬───────────┬──────┬──────────┬───────────────┬────────────────────────────┬──────┬─────┬─────┬──────────┬──────────┬────────┬───────┬───────┬─────┬─────┬───────┬───────────┬────────────┬────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┬──────┬──────────┬──────┐
│ (index) │  c   │  h   │  l   │  o   │  bu  │  val_bu  │ total_vol │ sum_vol │   val    │ acum_val  │  sd  │  val_sd  │   datetime    │            date            │ pbu  │ psd │ puk │    bs    │    sb    │  abu   │  asd  │  auk  │ rsd │ rbu │ bu-sd │ bu-sd_val │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │  uk  │  val_uk  │ ruk  │
├─────────┼──────┼──────┼──────┼──────┼──────┼──────────┼───────────┼─────────┼──────────┼───────────┼──────┼──────────┼───────────────┼────────────────────────────┼──────┼─────┼─────┼──────────┼──────────┼────────┼───────┼───────┼─────┼─────┼───────┼───────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┼──────┼──────────┼──────┤
│    0    │ 13.5 │ 13.5 │ 13.5 │ 13.5 │ 1200 │ 16200000 │   2000    │  2000   │ 27000000 │ 27000000  │ 800  │ 10800000 │ 1671009600000 │ '2022-12-14T09:20:00.000Z' │  60  │ 40  │  0  │   1.5    │   0.7    │ 1128.6 │ 478.6 │ 185.7 │ 1.7 │ 1.1 │  400  │  5400000  │ 15235714.3 │ 6420714.3  │    400    │    5400000    │  16200000   │  10800000   │  0.6  │      │          │      │
│    1    │ 13.5 │ 13.5 │ 13.5 │ 13.5 │ 3300 │ 44550000 │   5500    │  3500   │ 47250000 │ 74250000  │ 200  │ 2700000  │ 1671010200000 │ '2022-12-14T09:30:00.000Z' │ 94.3 │ 5.7 │  0  │   16.5   │   0.1    │ 1128.6 │ 478.6 │ 185.7 │ 0.4 │ 2.9 │ 3100  │ 41850000  │ 15235714.3 │ 6420714.3  │   3500    │   47250000    │  60750000   │  13500000   │  4.7  │      │          │      │
│    2    │ 13.5 │ 13.5 │ 13.5 │ 13.5 │      │          │   7500    │  2000   │ 27000000 │ 101250000 │      │          │ 1671010500000 │ '2022-12-14T09:35:00.000Z' │  0   │  0  │ 100 │   NaN    │   NaN    │ 1128.6 │ 478.6 │ 185.7 │     │     │   0   │     0     │ 15235714.3 │ 6420714.3  │   3500    │   47250000    │  60750000   │  13500000   │   0   │ 2000 │ 27000000 │ 10.8 │
│    3    │ 13.6 │ 13.6 │ 13.6 │ 13.6 │      │          │   8500    │  1000   │ 13600000 │ 114850000 │ 1000 │ 13600000 │ 1671011400000 │ '2022-12-14T09:50:00.000Z' │  0   │ 100 │  0  │    0     │ Infinity │ 1128.6 │ 478.6 │ 185.7 │ 2.1 │     │ -1000 │ -13600000 │ 15235714.3 │ 6420714.3  │   2500    │   33650000    │  60750000   │  27100000   │ -1.5  │      │          │      │
│    4    │ 13.5 │ 13.5 │ 13.5 │ 13.5 │      │          │   9900    │  1400   │ 18900000 │ 133750000 │ 1400 │ 18900000 │ 1671012000000 │ '2022-12-14T10:00:00.000Z' │  0   │ 100 │  0  │    0     │ Infinity │ 1128.6 │ 478.6 │ 185.7 │ 2.9 │     │ -1400 │ -18900000 │ 15235714.3 │ 6420714.3  │   1100    │   14750000    │  60750000   │  46000000   │ -2.1  │      │          │      │
│    5    │ 13.5 │ 13.5 │ 13.5 │ 13.5 │ 5000 │ 67500000 │   14900   │  5000   │ 67500000 │ 201250000 │      │          │ 1671012900000 │ '2022-12-14T10:15:00.000Z' │ 100  │  0  │  0  │ Infinity │    0     │ 1128.6 │ 478.6 │ 185.7 │     │ 4.4 │ 5000  │ 67500000  │ 15235714.3 │ 6420714.3  │   6100    │   82250000    │  128250000  │  46000000   │  7.7  │      │          │      │
│    6    │ 13.5 │ 13.5 │ 13.5 │ 13.5 │ 1200 │ 16200000 │   16100   │  1200   │ 16200000 │ 217450000 │      │          │ 1671013200000 │ '2022-12-14T10:20:00.000Z' │ 100  │  0  │  0  │ Infinity │    0     │ 1128.6 │ 478.6 │ 185.7 │     │ 1.1 │ 1200  │ 16200000  │ 15235714.3 │ 6420714.3  │   7300    │   98450000    │  144450000  │  46000000   │  1.8  │      │          │      │
│    7    │ 13.4 │ 13.4 │ 13.4 │ 13.4 │      │          │   16700   │   600   │ 8040000  │ 225490000 │      │          │ 1671014700000 │ '2022-12-14T10:45:00.000Z' │  0   │  0  │ 100 │   NaN    │   NaN    │ 1128.6 │ 478.6 │ 185.7 │     │     │   0   │     0     │ 15235714.3 │ 6420714.3  │   7300    │   98450000    │  144450000  │  46000000   │   0   │ 600  │ 8040000  │ 3.2  │
│    8    │ 13.3 │ 13.3 │ 13.3 │ 13.3 │      │          │   17700   │  1000   │ 13300000 │ 238790000 │ 1000 │ 13300000 │ 1671015300000 │ '2022-12-14T10:55:00.000Z' │  0   │ 100 │  0  │    0     │ Infinity │ 1128.6 │ 478.6 │ 185.7 │ 2.1 │     │ -1000 │ -13300000 │ 15235714.3 │ 6420714.3  │   6300    │   85150000    │  144450000  │  59300000   │ -1.5  │      │          │      │
│    9    │ 13.3 │ 13.3 │ 13.3 │ 13.3 │      │          │   20000   │  2300   │ 30590000 │ 269380000 │ 2300 │ 30590000 │ 1671015900000 │ '2022-12-14T11:05:00.000Z' │  0   │ 100 │  0  │    0     │ Infinity │ 1128.6 │ 478.6 │ 185.7 │ 4.8 │     │ -2300 │ -30590000 │ 15235714.3 │ 6420714.3  │   4000    │   54560000    │  144450000  │  89890000   │ -3.5  │      │          │      │
│   10    │ 13.5 │ 13.5 │ 13.5 │ 13.5 │ 1000 │ 13500000 │   21000   │  1000   │ 13500000 │ 282880000 │      │          │ 1671023100000 │ '2022-12-14T13:05:00.000Z' │ 100  │  0  │  0  │ Infinity │    0     │ 1128.6 │ 478.6 │ 185.7 │     │ 0.9 │ 1000  │ 13500000  │ 15235714.3 │ 6420714.3  │   5000    │   68060000    │  157950000  │  89890000   │  1.5  │      │          │      │
│   11    │ 13.5 │ 13.5 │ 13.5 │ 13.5 │ 300  │ 4050000  │   21300   │   300   │ 4050000  │ 286930000 │      │          │ 1671025800000 │ '2022-12-14T13:50:00.000Z' │ 100  │  0  │  0  │ Infinity │    0     │ 1128.6 │ 478.6 │ 185.7 │     │ 0.3 │  300  │  4050000  │ 15235714.3 │ 6420714.3  │   5300    │   72110000    │  162000000  │  89890000   │  0.5  │      │          │      │
│   12    │ 13.5 │ 13.5 │ 13.5 │ 13.5 │ 2900 │ 39150000 │   24200   │  2900   │ 39150000 │ 326080000 │      │          │ 1671027900000 │ '2022-12-14T14:25:00.000Z' │ 100  │  0  │  0  │ Infinity │    0     │ 1128.6 │ 478.6 │ 185.7 │     │ 2.6 │ 2900  │ 39150000  │ 15235714.3 │ 6420714.3  │   8200    │   111260000   │  201150000  │  89890000   │  4.4  │      │          │      │
