┌─────────┬───────────────┬──────────┬──────────┬─────────┬──────────────┬──────────────┬─────────────┬──────────┬──────────────┬────────────────────────────┬───────────────┬───────────┬───────────┬───────────────┬───────────┬───────────────┬───────────────┬───────────────┬───────────┬───────────┬───────────────┬───────────────┬───────────────┬─────────┬───────────┬───────────┬───────────┬───────────────┬───────┐
│ (index) │   datetime    │    sd    │    bu    │   uk    │    val_sd    │    val_bu    │   val_uk    │ sum_vol  │     val      │            date            │   acum_val    │ total_vol │   bu-sd   │   bu-sd_val   │ acum_busd │ acum_busd_val │  acum_val_bu  │  acum_val_sd  │ accum_bu  │ accum_sd  │  avg_val_bu   │  avg_val_sd   │    avg_val    │ avg_vol │  avg_bu   │  avg_sd   │ avg_busd  │ avg_busd_val  │ rbusd │
├─────────┼───────────────┼──────────┼──────────┼─────────┼──────────────┼──────────────┼─────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼───────────┼───────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼───────────────┼───────────────┼─────────┼───────────┼───────────┼───────────┼───────────────┼───────┤
│    0    │ 1676020440000 │ 1188000  │ 1715400  │ 2019700 │ 15720705300  │ 22001891500  │ 32400231000 │ 4923100  │ 70122827800  │ '2023-02-10T09:14:00.000Z' │  70122827800  │  4923100  │  527400   │  6281186200   │  527400   │  6281186200   │  22001891500  │  15720705300  │  1715400  │  1188000  │ 20766135942.2 │ 29357642397.4 │ 51501706934.5 │ 3310825 │ 1305019.8 │ 1915112.9 │ -610093.1 │ -8591506455.2 │  0.7  │
│    1    │ 1676020560000 │ 1207700  │ 1015700  │  33200  │ 16932927700  │ 13195477400  │  329450000  │ 2256600  │ 30457855100  │ '2023-02-10T09:16:00.000Z' │ 100580682900  │  7179700  │  -192000  │  -3737450300  │  335400   │  2543735900   │  35197368900  │  32653633000  │  2731100  │  2395700  │ 20766135942.2 │ 29357642397.4 │ 51501706934.5 │ 3310825 │ 1305019.8 │ 1915112.9 │ -610093.1 │ -8591506455.2 │  0.4  │
│    2    │ 1676020680000 │  795200  │ 1049800  │  2200   │ 11680495000  │ 17028876200  │  108862000  │ 1847200  │ 28818233200  │ '2023-02-10T09:18:00.000Z' │ 129398916100  │  9026900  │  254600   │  5348381200   │  590000   │  7892117100   │  52226245100  │  44334128000  │  3780900  │  3190900  │ 20766135942.2 │ 29357642397.4 │ 51501706934.5 │ 3310825 │ 1305019.8 │ 1915112.9 │ -610093.1 │ -8591506455.2 │  0.6  │
│    3    │ 1676020800000 │  727500  │ 1186000  │  22300  │  9748381800  │ 20425579600  │  341765000  │ 1935800  │ 30515726400  │ '2023-02-10T09:20:00.000Z' │ 159914642500  │ 10962700  │  458500   │  10677197800  │  1048500  │  18569314900  │  72651824700  │  54082509800  │  4966900  │  3918400  │ 20766135942.2 │ 29357642397.4 │ 51501706934.5 │ 3310825 │ 1305019.8 │ 1915112.9 │ -610093.1 │ -8591506455.2 │  1.2  │
│    4    │ 1676020920000 │  652200  │ 1326100  │  2400   │  9087472100  │ 25290146300  │  63050000   │ 1980700  │ 34440668400  │ '2023-02-10T09:22:00.000Z' │ 194355310900  │ 12943400  │  673900   │  16202674200  │  1722400  │  34771989100  │  97941971000  │  63169981900  │  6293000  │  4570600  │ 20766135942.2 │ 29357642397.4 │ 51501706934.5 │ 3310825 │ 1305019.8 │ 1915112.9 │ -610093.1 │ -8591506455.2 │  1.9  │
│    5    │ 1676021040000 │  905700  │  830200  │  9100   │ 13647963500  │ 14397265900  │  157545000  │ 1745000  │ 28202774400  │ '2023-02-10T09:24:00.000Z' │ 222558085300  │ 14688400  │  -75500   │   749302400   │  1646900  │  35521291500  │ 112339236900  │  76817945400  │  7123200  │  5476300  │ 20766135942.2 │ 29357642397.4 │ 51501706934.5 │ 3310825 │ 1305019.8 │ 1915112.9 │ -610093.1 │ -8591506455.2 │  0.1  │
│    6    │ 1676021160000 │ 1744500  │  802700  │  13000  │ 25272458200  │ 12596655000  │  160792000  │ 2560200  │ 38029905200  │ '2023-02-10T09:26:00.000Z' │ 260587990500  │ 17248600  │  -941800  │ -12675803200  │  705100   │  22845488300  │ 124935891900  │ 102090403600  │  7925900  │  7220800  │ 20766135942.2 │ 29357642397.4 │ 51501706934.5 │ 3310825 │ 1305019.8 │ 1915112.9 │ -610093.1 │ -8591506455.2 │  1.5  │
│    7    │ 1676021280000 │ 1778200  │  495600  │   500   │ 25633576800  │  9970565700  │   8273000   │ 2274300  │ 35612415500  │ '2023-02-10T09:28:00.000Z' │ 296200406000  │ 19522900  │ -1282600  │ -15663011100  │  -577500  │  7182477200   │ 134906457600  │ 127723980400  │  8421500  │  8999000  │ 20766135942.2 │ 29357642397.4 │ 51501706934.5 │ 3310825 │ 1305019.8 │ 1915112.9 │ -610093.1 │ -8591506455.2 │  1.8  │
│    8    │ 1676021400000 │ 1767900  │ 1187400  │  1500   │ 25212964000  │ 16953581300  │  12132000   │ 2956800  │ 42178677300  │ '2023-02-10T09:30:00.000Z' │ 338379083300  │ 22479700  │  -580500  │  -8259382700  │ -1158000  │  -1076905500  │ 151860038900  │ 152936944400  │  9608900  │ 10766900  │ 20766135942.2 │ 29357642397.4 │ 51501706934.5 │ 3310825 │ 1305019.8 │ 1915112.9 │ -610093.1 │ -8591506455.2 │   1   │
│    9    │ 1676021520000 │ 1161600  │  833500  │  2400   │ 17820850600  │ 14012976500  │  97890000   │ 1997500  │ 31931717100  │ '2023-02-10T09:32:00.000Z' │ 370310800400  │ 24477200  │  -328100  │  -3807874100  │ -1486100  │  -4884779600  │ 165873015400  │ 170757795000  │ 10442400  │ 11928500  │ 20766135942.2 │ 29357642397.4 │ 51501706934.5 │ 3310825 │ 1305019.8 │ 1915112.9 │ -610093.1 │ -8591506455.2 │  0.4  │
│   10    │ 1676021640000 │ 1707600  │  755900  │  2500   │ 28064287600  │ 13644692200  │  37845800   │ 2466000  │ 41746825600  │ '2023-02-10T09:34:00.000Z' │ 412057626000  │ 26943200  │  -951700  │ -14419595400  │ -2437800  │ -19304375000  │ 179517707600  │ 198822082600  │ 11198300  │ 13636100  │ 20766135942.2 │ 29357642397.4 │ 51501706934.5 │ 3310825 │ 1305019.8 │ 1915112.9 │ -610093.1 │ -8591506455.2 │  1.7  │
│   11    │ 1676021760000 │ 2298500  │  756300  │  8300   │ 32246698700  │ 11311127300  │  62040000   │ 3063100  │ 43619866000  │ '2023-02-10T09:36:00.000Z' │ 455677492000  │ 30006300  │ -1542200  │ -20935571400  │ -3980000  │ -40239946400  │ 190828834900  │ 231068781300  │ 11954600  │ 15934600  │ 20766135942.2 │ 29357642397.4 │ 51501706934.5 │ 3310825 │ 1305019.8 │ 1915112.9 │ -610093.1 │ -8591506455.2 │  2.4  │
│   12    │ 1676021880000 │ 2309300  │  851500  │  6000   │ 34985175000  │ 14551458200  │  55683000   │ 3166800  │ 49592316200  │ '2023-02-10T09:38:00.000Z' │ 505269808200  │ 33173100  │ -1457800  │ -20433716800  │ -5437800  │ -60673663200  │ 205380293100  │ 266053956300  │ 12806100  │ 18243900  │ 20766135942.2 │ 29357642397.4 │ 51501706934.5 │ 3310825 │ 1305019.8 │ 1915112.9 │ -610093.1 │ -8591506455.2 │  2.4  │
│   13    │ 1676022000000 │ 1084600  │  652800  │  9800   │ 17525635200  │ 11379656700  │  229835000  │ 1747200  │ 29135126900  │ '2023-02-10T09:40:00.000Z' │ 534404935100  │ 34920300  │  -431800  │  -6145978500  │ -5869600  │ -66819641700  │ 216759949800  │ 283579591500  │ 13458900  │ 19328500  │ 20766135942.2 │ 29357642397.4 │ 51501706934.5 │ 3310825 │ 1305019.8 │ 1915112.9 │ -610093.1 │ -8591506455.2 │  0.7  │
│   14    │ 1676022120000 │  997000  │  836800  │   200   │ 15791821500  │ 13011646500  │   1508000   │ 1834000  │ 28804976000  │ '2023-02-10T09:42:00.000Z' │ 563209911100  │ 36754300  │  -160200  │  -2780175000  │ -6029800  │ -69599816700  │ 229771596300  │ 299371413000  │ 14295700  │ 20325500  │ 20766135942.2 │ 29357642397.4 │ 51501706934.5 │ 3310825 │ 1305019.8 │ 1915112.9 │ -610093.1 │ -8591506455.2 │  0.3  │
│   15    │ 1676022240000 │ 1062700  │ 1247700  │  9500   │ 15220105000  │ 21795767500  │  69458000   │ 2319900  │ 37085330500  │ '2023-02-10T09:44:00.000Z' │ 600295241600  │ 39074200  │  185000   │  6575662500   │ -5844800  │ -63024154200  │ 251567363800  │ 314591518000  │ 15543400  │ 21388200  │ 20766135942.2 │ 29357642397.4 │ 51501706934.5 │ 3310825 │ 1305019.8 │ 1915112.9 │ -610093.1 │ -8591506455.2 │  0.8  │
│   16    │ 1676022360000 │ 1299900  │ 1126100  │  13000  │ 15037313700  │ 19053387200  │  193955000  │ 2439000  │ 34284655900  │ '2023-02-10T09:46:00.000Z' │ 634579897500  │ 41513200  │  -173800  │  4016073500   │ -6018600  │ -59008080700  │ 270620751000  │ 329628831700  │ 16669500  │ 22688100  │ 20766135942.2 │ 29357642397.4 │ 51501706934.5 │ 3310825 │ 1305019.8 │ 1915112.9 │ -610093.1 │ -8591506455.2 │  0.5  │
