"acum_busd","acum_busd_val","acum_val","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
300,3900,3900,300,300,3900,"2023-01-04T09:00:00.000Z",1672822800000,0,300,300,0,3900,3900,0,0
300,3900,5200,0,0,0,"2023-01-04T09:02:00.000Z",1672822920000,0,100,400,100,1300,0,0,1300
400,1323900,1325200,100,100,1320000,"2023-01-04T09:06:00.000Z",1672823160000,0,100,500,0,1320000,1320000,0,0
1400,14423900,14425200,1000,1000,13100000,"2023-01-04T09:10:00.000Z",1672823400000,0,1000,1500,0,13100000,13100000,0,0
2900,34073900,34075200,1500,1500,19650000,"2023-01-04T09:12:00.000Z",1672823520000,0,1500,3000,0,19650000,19650000,0,0
3727000,47933620000,224901764700,7258900,3724100,47899546100,"2023-01-04T09:14:00.000Z",1672823640000,3534800,19527500,19530500,8733800,224867689500,99016108400,51116562300,74735018800
6580400,90175154800,332616212300,5157100,2853400,42241534800,"2023-01-04T09:16:00.000Z",1672823760000,2303700,7552600,27083100,91800,107714447600,74515090700,32273555900,925801000
7646000,100070510700,430731605600,4033500,1065600,9895355900,"2023-01-04T09:18:00.000Z",1672823880000,2967900,7100200,34183300,98800,98115393300,53440873000,43545517100,1129003200
10908300,132720203100,541650757000,6127300,3262300,32649692400,"2023-01-04T09:20:00.000Z",1672824000000,2865000,9027500,43210800,35200,110919151400,71561840900,38912148500,445162000
12372100,157010641100,637088105600,4308800,1463800,24290438000,"2023-01-04T09:22:00.000Z",1672824120000,2845000,7175600,50386400,21800,95437348600,59686161800,35395723800,355463000
13651900,177982683700,729444304100,3800300,1279800,20972042600,"2023-01-04T09:24:00.000Z",1672824240000,2520500,6350300,56736700,29500,92356198500,56546038800,35573996200,236163500
18139200,242382528400,850832215100,6633900,4487300,64399844700,"2023-01-04T09:26:00.000Z",1672824360000,2146600,8817000,65553700,36500,121387911000,92501389200,28101544500,784977300
20807900,289548137900,974545971400,5289300,2668700,47165609500,"2023-01-04T09:28:00.000Z",1672824480000,2620600,8056200,73609900,146300,123713756300,84000219900,36834610400,2878926000
21930500,314812528100,1107663663700,4851100,1122600,25264390200,"2023-01-04T09:30:00.000Z",1672824600000,3728500,8644900,82254800,65300,133117692300,78903349000,53638958800,575384500
22489100,331704806900,1247798638700,4390000,558600,16892278800,"2023-01-04T09:32:00.000Z",1672824720000,3831400,8293400,90548200,72000,140134975000,77689669400,60797390600,1647915000
22221400,332751305700,1363571124100,3218000,-267700,1046498800,"2023-01-04T09:34:00.000Z",1672824840000,3485700,6867200,97415400,163500,115772485400,56856256600,55809757800,3106471000
20122600,311167010700,1464214772300,2420100,-2098800,-21584295000,"2023-01-04T09:36:00.000Z",1672824960000,4518900,7020300,104435700,81300,100643648200,38812738200,60397033200,1433876800
