┌─────────┬───────────────┬─────────┬─────────┬──────────┬─────────────┬──────────────┬────────────────────┬──────────┬──────────────┬────────────────────────────┬───────────────┬───────────┬──────────┬──────────────┬───────────┬───────────────┬───────────────┬───────────────┬───────────┬───────────┬───────────────┬─────────────┬───────────────┬───────────┬───────────┬─────────┬──────────┬──────────────┬───────┐
│ (index) │   datetime    │   sd    │   bu    │    uk    │   val_sd    │    val_bu    │       val_uk       │ sum_vol  │     val      │            date            │   acum_val    │ total_vol │  bu-sd   │  bu-sd_val   │ acum_busd │ acum_busd_val │  acum_val_bu  │  acum_val_sd  │ accum_bu  │ accum_sd  │  avg_val_bu   │ avg_val_sd  │    avg_val    │  avg_vol  │  avg_bu   │ avg_sd  │ avg_busd │ avg_busd_val │ rbusd │
├─────────┼───────────────┼─────────┼─────────┼──────────┼─────────────┼──────────────┼────────────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼─────────────┼───────────────┼───────────┼───────────┼─────────┼──────────┼──────────────┼───────┤
│    0    │ 1675674840000 │ 2829300 │ 1217000 │ 4431200  │ 39340917700 │ 20158126000  │    48815049000     │ 8477500  │ 108314092700 │ '2023-02-06T09:14:00.000Z' │ 108314092700  │  8477500  │ -1612300 │ -19182791700 │ -1612300  │ -19182791700  │  20158126000  │  39340917700  │  1217000  │  2829300  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │  5.4  │
│    1    │ 1675674960000 │ 1827700 │ 1487800 │  13400   │ 30428669200 │ 20537010500  │     421590600      │ 3328900  │ 51387270300  │ '2023-02-06T09:16:00.000Z' │ 159701363000  │ 11806400  │ -339900  │ -9891658700  │ -1952200  │ -29074450400  │  40695136500  │  69769586900  │  2704800  │  4657000  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │  2.8  │
│    2    │ 1675675080000 │ 2262900 │ 1771900 │   700    │ 38389833800 │ 27843394000  │      8584300       │ 4035500  │ 66241812100  │ '2023-02-06T09:18:00.000Z' │ 225943175100  │ 15841900  │ -491000  │ -10546439800 │ -2443200  │ -39620890200  │  68538530500  │ 108159420700  │  4476700  │  6919900  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │   3   │
│    3    │ 1675675200000 │ 2382200 │ 1801600 │  12300   │ 39278037200 │ 25946222600  │     238159000      │ 4196100  │ 65462418800  │ '2023-02-06T09:20:00.000Z' │ 291405593900  │ 20038000  │ -580600  │ -13331814600 │ -3023800  │ -52952704800  │  94484753100  │ 147437457900  │  6278300  │  9302100  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │  3.7  │
│    4    │ 1675675320000 │ 2766400 │ 1661100 │  62900   │ 39374578500 │ 29289818700  │     2247142200     │ 4490400  │ 70911539400  │ '2023-02-06T09:22:00.000Z' │ 362317133300  │ 24528400  │ -1105300 │ -10084759800 │ -4129100  │ -63037464600  │ 123774571800  │ 186812036400  │  7939400  │ 12068500  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │  2.8  │
│    5    │ 1675675440000 │ 2603300 │ 1878700 │  34500   │ 39548982000 │ 29951747500  │     325942000      │ 4516500  │ 69826671500  │ '2023-02-06T09:24:00.000Z' │ 432143804800  │ 29044900  │ -724600  │ -9597234500  │ -4853700  │ -72634699100  │ 153726319300  │ 226361018400  │  9818100  │ 14671800  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │  2.7  │
│    6    │ 1675675560000 │ 1926900 │ 2461100 │  42000   │ 25897073300 │ 33719348400  │     395380000      │ 4430000  │ 60011801700  │ '2023-02-06T09:26:00.000Z' │ 492155606500  │ 33474900  │  534200  │  7822275100  │ -4319500  │ -64812424000  │ 187445667700  │ 252258091700  │ 12279200  │ 16598700  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │  2.2  │
│    7    │ 1675675680000 │ 1759000 │ 3137200 │   9700   │ 29852166700 │ 43991559200  │     258633000      │ 4905900  │ 74102358900  │ '2023-02-06T09:28:00.000Z' │ 566257965400  │ 38380800  │ 1378200  │ 14139392500  │ -2941300  │ -50673031500  │ 231437226900  │ 282110258400  │ 15416400  │ 18357700  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │   4   │
│    8    │ 1675675800000 │ 2135200 │ 1621500 │  10400   │ 30007219300 │ 21865110400  │     118555600      │ 3767100  │ 51990885300  │ '2023-02-06T09:30:00.000Z' │ 618248850700  │ 42147900  │ -513700  │ -8142108900  │ -3455000  │ -58815140400  │ 253302337300  │ 312117477700  │ 17037900  │ 20492900  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │  2.3  │
│    9    │ 1675675920000 │ 2784900 │ 1504000 │   3000   │ 39019606700 │ 21409226300  │      63350000      │ 4291900  │ 60492183000  │ '2023-02-06T09:32:00.000Z' │ 678741033700  │ 46439800  │ -1280900 │ -17610380400 │ -4735900  │ -76425520800  │ 274711563600  │ 351137084400  │ 18541900  │ 23277800  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │  4.9  │
│   10    │ 1675676040000 │ 2215400 │ 1792400 │  72900   │ 35073057700 │ 25048860900  │     1702276900     │ 4080700  │ 61824195500  │ '2023-02-06T09:34:00.000Z' │ 740565229200  │ 50520500  │ -423000  │ -10024196800 │ -5158900  │ -86449717600  │ 299760424500  │ 386210142100  │ 20334300  │ 25493200  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │  2.8  │
│   11    │ 1675676160000 │ 1991300 │ 1473000 │  20000   │ 30497333100 │ 23287849900  │     199419000      │ 3484300  │ 53984602000  │ '2023-02-06T09:36:00.000Z' │ 794549831200  │ 54004800  │ -518300  │ -7209483200  │ -5677200  │ -93659200800  │ 323048274400  │ 416707475200  │ 21807300  │ 27484500  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │   2   │
│   12    │ 1675676280000 │ 3114900 │ 1994900 │  20700   │ 57233706800 │ 35854874000  │     371134000      │ 5130500  │ 93459714800  │ '2023-02-06T09:38:00.000Z' │ 888009546000  │ 59135300  │ -1120000 │ -21378832800 │ -6797200  │ -115038033600 │ 358903148400  │ 473941182000  │ 23802200  │ 30599400  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │   6   │
│   13    │ 1675676400000 │ 1070600 │ 1945600 │  16200   │ 15292279400 │ 30496947800  │     238165000      │ 3032400  │ 46027392200  │ '2023-02-06T09:40:00.000Z' │ 934036938200  │ 62167700  │  875000  │ 15204668400  │ -5922200  │ -99833365200  │ 389400096200  │ 489233461400  │ 25747800  │ 31670000  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │  4.3  │
│   14    │ 1675676520000 │ 1049100 │ 2806100 │  16800   │ 16526682800 │ 40577456400  │     161052000      │ 3872000  │ 57265191200  │ '2023-02-06T09:42:00.000Z' │ 991302129400  │ 66039700  │ 1757000  │ 24050773600  │ -4165200  │ -75782591600  │ 429977552600  │ 505760144200  │ 28553900  │ 32719100  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │  6.7  │
│   15    │ 1675676640000 │ 1450800 │ 3069800 │   5400   │ 22528716300 │ 44543661200  │     165705000      │ 4526000  │ 67238082500  │ '2023-02-06T09:44:00.000Z' │ 1058540211900 │ 70565700  │ 1619000  │ 22014944900  │ -2546200  │ -53767646700  │ 474521213800  │ 528288860500  │ 31623700  │ 34169900  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │  6.2  │
│   16    │ 1675676760000 │ 222500  │ 444100  │   1000   │ 3809054200  │  7705009200  │      42950000      │  667600  │ 11557013400  │ '2023-02-06T09:46:00.000Z' │ 1070097225300 │ 71233300  │  221600  │  3895955000  │ -2324600  │ -49871691700  │ 482226223000  │ 532097914700  │ 32067800  │ 34392400  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │  1.1  │
│   17    │ 1675676880000 │ 836300  │ 710600  │   7000   │ 15290751300 │ 10186964700  │     114917300      │ 1553900  │ 25592633300  │ '2023-02-06T09:48:00.000Z' │ 1095689858600 │ 72787200  │ -125700  │ -5103786600  │ -2450300  │ -54975478300  │ 492413187700  │ 547388666000  │ 32778400  │ 35228700  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │  1.4  │
│   18    │ 1675677000000 │ 1587400 │ 2307100 │   1400   │ 24878602100 │ 34790914400  │      15066400      │ 3895900  │ 59684582900  │ '2023-02-06T09:50:00.000Z' │ 1155374441500 │ 76683100  │  719700  │  9912312300  │ -1730600  │ -45063166000  │ 527204102100  │ 572267268100  │ 35085500  │ 36816100  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │  2.8  │
│   19    │ 1675677120000 │ 1119800 │ 3510100 │   8000   │ 20275425500 │ 55297381800  │     108189000      │ 4637900  │ 75680996300  │ '2023-02-06T09:52:00.000Z' │ 1231055437800 │ 81321000  │ 2390300  │ 35021956300  │  659700   │ -10041209700  │ 582501483900  │ 592542693600  │ 38595600  │ 37935900  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │  9.8  │
│   20    │ 1675677240000 │ 1323000 │ 2853000 │  10600   │ 18650516400 │ 45898274800  │      49415000      │ 4186600  │ 64598206200  │ '2023-02-06T09:54:00.000Z' │ 1295653644000 │ 85507600  │ 1530000  │ 27247758400  │  2189700  │  17206548700  │ 628399758700  │ 611193210000  │ 41448600  │ 39258900  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │  7.6  │
├─────────┼───────────────┼─────────┼─────────┼──────────┼─────────────┼──────────────┼────────────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼─────────────┼───────────────┼───────────┼───────────┼─────────┼──────────┼──────────────┼───────┤
│ (index) │   datetime    │   sd    │   bu    │    uk    │   val_sd    │    val_bu    │       val_uk       │ sum_vol  │     val      │            date            │   acum_val    │ total_vol │  bu-sd   │  bu-sd_val   │ acum_busd │ acum_busd_val │  acum_val_bu  │  acum_val_sd  │ accum_bu  │ accum_sd  │  avg_val_bu   │ avg_val_sd  │    avg_val    │  avg_vol  │  avg_bu   │ avg_sd  │ avg_busd │ avg_busd_val │ rbusd │
├─────────┼───────────────┼─────────┼─────────┼──────────┼─────────────┼──────────────┼────────────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼─────────────┼───────────────┼───────────┼───────────┼─────────┼──────────┼──────────────┼───────┤
│   21    │ 1675677360000 │ 1189500 │ 3347100 │   8800   │ 15981587200 │ 50377064400  │      47802000      │ 4545400  │ 66406453600  │ '2023-02-06T09:56:00.000Z' │ 1362060097600 │ 90053000  │ 2157600  │ 34395477200  │  4347300  │  51602025900  │ 678776823100  │ 627174797200  │ 44795700  │ 40448400  │ 28632412225.9 │ 25064752731 │ 56569678019.8 │ 3360954.3 │ 1651297.4 │ 1531825 │ 119472.4 │ 3567659494.8 │  9.6  │
