┌─────────┬──────┬──────┬──────┬──────┬────────┬────────────┬───────────┬─────────┬────────────┬────────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬────┬──────────┬─────┬─────────┬─────┬──────┬─────────┬─────────────┬────────────┬────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┐
│ (index) │  c   │  h   │  l   │  o   │   sd   │   val_sd   │ total_vol │ sum_vol │    val     │  acum_val  │   datetime    │            date            │ pbu │ psd │ puk │ bs │    sb    │ abu │   asd   │ auk │ rsd  │  bu-sd  │  bu-sd_val  │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │
│    9    │ 3070 │ 3070 │ 3070 │ 3070 │  2300  │  7061000   │  473000   │  2300   │  7061000   │ 1452110000 │ 1676887200000 │ '2023-02-20T10:00:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │ 0.1  │  -2300  │  -7061000   │     0      │ 51470973.7 │  -473000  │  -1452110000  │      0      │ 1452110000  │  0.1  │
│   10    │ 3070 │ 3070 │ 3070 │ 3070 │  100   │   307000   │  473100   │   100   │   307000   │ 1452417000 │ 1676887500000 │ '2023-02-20T10:05:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │  0   │  -100   │   -307000   │     0      │ 51470973.7 │  -473100  │  -1452417000  │      0      │ 1452417000  │   0   │
│   11    │ 3070 │ 3070 │ 3070 │ 3070 │  1600  │  4912000   │  474700   │  1600   │  4912000   │ 1457329000 │ 1676887800000 │ '2023-02-20T10:10:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │ 0.1  │  -1600  │  -4912000   │     0      │ 51470973.7 │  -474700  │  -1457329000  │      0      │ 1457329000  │  0.1  │
│   12    │ 3070 │ 3070 │ 3070 │ 3070 │ 19900  │  61093000  │  494600   │  19900  │  61093000  │ 1518422000 │ 1676888100000 │ '2023-02-20T10:15:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │ 1.2  │ -19900  │  -61093000  │     0      │ 51470973.7 │  -494600  │  -1518422000  │      0      │ 1518422000  │  1.2  │
│   13    │ 3070 │ 3070 │ 3070 │ 3070 │  6000  │  18420000  │  500600   │  6000   │  18420000  │ 1536842000 │ 1676888400000 │ '2023-02-20T10:20:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │ 0.4  │  -6000  │  -18420000  │     0      │ 51470973.7 │  -500600  │  -1536842000  │      0      │ 1536842000  │  0.4  │
│   14    │ 3070 │ 3070 │ 3070 │ 3070 │ 10200  │  31314000  │  510800   │  10200  │  31314000  │ 1568156000 │ 1676888700000 │ '2023-02-20T10:25:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │ 0.6  │ -10200  │  -31314000  │     0      │ 51470973.7 │  -510800  │  -1568156000  │      0      │ 1568156000  │  0.6  │
│   15    │ 3070 │ 3070 │ 3070 │ 3070 │  2000  │  6140000   │  512800   │  2000   │  6140000   │ 1574296000 │ 1676889000000 │ '2023-02-20T10:30:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │ 0.1  │  -2000  │  -6140000   │     0      │ 51470973.7 │  -512800  │  -1574296000  │      0      │ 1574296000  │  0.1  │
│   16    │ 3070 │ 3070 │ 3070 │ 3070 │  500   │  1535000   │  513300   │   500   │  1535000   │ 1575831000 │ 1676889300000 │ '2023-02-20T10:35:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │  0   │  -500   │  -1535000   │     0      │ 51470973.7 │  -513300  │  -1575831000  │      0      │ 1575831000  │   0   │
│   17    │ 3070 │ 3070 │ 3070 │ 3070 │  100   │   307000   │  513400   │   100   │   307000   │ 1576138000 │ 1676889900000 │ '2023-02-20T10:45:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │  0   │  -100   │   -307000   │     0      │ 51470973.7 │  -513400  │  -1576138000  │      0      │ 1576138000  │   0   │
│   18    │ 3070 │ 3070 │ 3070 │ 3070 │  200   │   614000   │  513600   │   200   │   614000   │ 1576752000 │ 1676890200000 │ '2023-02-20T10:50:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │  0   │  -200   │   -614000   │     0      │ 51470973.7 │  -513600  │  -1576752000  │      0      │ 1576752000  │   0   │
│   19    │ 3070 │ 3070 │ 3070 │ 3070 │  200   │   614000   │  513800   │   200   │   614000   │ 1577366000 │ 1676890500000 │ '2023-02-20T10:55:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │  0   │  -200   │   -614000   │     0      │ 51470973.7 │  -513800  │  -1577366000  │      0      │ 1577366000  │   0   │
│   20    │ 3070 │ 3070 │ 3070 │ 3070 │  1000  │  3070000   │  514800   │  1000   │  3070000   │ 1580436000 │ 1676890800000 │ '2023-02-20T11:00:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │ 0.1  │  -1000  │  -3070000   │     0      │ 51470973.7 │  -514800  │  -1580436000  │      0      │ 1580436000  │  0.1  │
├─────────┼──────┼──────┼──────┼──────┼────────┼────────────┼───────────┼─────────┼────────────┼────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼────┼──────────┼─────┼─────────┼─────┼──────┼─────────┼─────────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┤
│ (index) │  c   │  h   │  l   │  o   │   sd   │   val_sd   │ total_vol │ sum_vol │    val     │  acum_val  │   datetime    │            date            │ pbu │ psd │ puk │ bs │    sb    │ abu │   asd   │ auk │ rsd  │  bu-sd  │  bu-sd_val  │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │
├─────────┼──────┼──────┼──────┼──────┼────────┼────────────┼───────────┼─────────┼────────────┼────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼────┼──────────┼─────┼─────────┼─────┼──────┼─────────┼─────────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┤
│   21    │ 3070 │ 3070 │ 3070 │ 3070 │  3300  │  10131000  │  518100   │  3300   │  10131000  │ 1590567000 │ 1676891400000 │ '2023-02-20T11:10:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │ 0.2  │  -3300  │  -10131000  │     0      │ 51470973.7 │  -518100  │  -1590567000  │      0      │ 1590567000  │  0.2  │
│   22    │ 3070 │ 3070 │ 3070 │ 3070 │  4100  │  12587000  │  522200   │  4100   │  12587000  │ 1603154000 │ 1676891700000 │ '2023-02-20T11:15:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │ 0.2  │  -4100  │  -12587000  │     0      │ 51470973.7 │  -522200  │  -1603154000  │      0      │ 1603154000  │  0.2  │
│   23    │ 3070 │ 3070 │ 3070 │ 3070 │  2900  │  8903000   │  525100   │  2900   │  8903000   │ 1612057000 │ 1676892000000 │ '2023-02-20T11:20:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │ 0.2  │  -2900  │  -8903000   │     0      │ 51470973.7 │  -525100  │  -1612057000  │      0      │ 1612057000  │  0.2  │
│   24    │ 3070 │ 3070 │ 3070 │ 3070 │  300   │   921000   │  525400   │   300   │   921000   │ 1612978000 │ 1676892300000 │ '2023-02-20T11:25:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │  0   │  -300   │   -921000   │     0      │ 51470973.7 │  -525400  │  -1612978000  │      0      │ 1612978000  │   0   │
│   25    │ 3070 │ 3070 │ 3070 │ 3070 │ 12600  │  38682000  │  538000   │  12600  │  38682000  │ 1651660000 │ 1676898000000 │ '2023-02-20T13:00:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │ 0.8  │ -12600  │  -38682000  │     0      │ 51470973.7 │  -538000  │  -1651660000  │      0      │ 1651660000  │  0.8  │
│   26    │ 3070 │ 3070 │ 3070 │ 3070 │  500   │  1535000   │  538500   │   500   │  1535000   │ 1653195000 │ 1676898600000 │ '2023-02-20T13:10:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │  0   │  -500   │  -1535000   │     0      │ 51470973.7 │  -538500  │  -1653195000  │      0      │ 1653195000  │   0   │
│   27    │ 3070 │ 3070 │ 3070 │ 3070 │  4000  │  12280000  │  542500   │  4000   │  12280000  │ 1665475000 │ 1676898900000 │ '2023-02-20T13:15:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │ 0.2  │  -4000  │  -12280000  │     0      │ 51470973.7 │  -542500  │  -1665475000  │      0      │ 1665475000  │  0.2  │
│   28    │ 3070 │ 3070 │ 3070 │ 3070 │  6700  │  20569000  │  549200   │  6700   │  20569000  │ 1686044000 │ 1676899200000 │ '2023-02-20T13:20:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │ 0.4  │  -6700  │  -20569000  │     0      │ 51470973.7 │  -549200  │  -1686044000  │      0      │ 1686044000  │  0.4  │
│   29    │ 3070 │ 3070 │ 3070 │ 3070 │  3200  │  9824000   │  552400   │  3200   │  9824000   │ 1695868000 │ 1676899800000 │ '2023-02-20T13:30:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │ 0.2  │  -3200  │  -9824000   │     0      │ 51470973.7 │  -552400  │  -1695868000  │      0      │ 1695868000  │  0.2  │
│   30    │ 3070 │ 3070 │ 3070 │ 3070 │  3000  │  9210000   │  555400   │  3000   │  9210000   │ 1705078000 │ 1676900100000 │ '2023-02-20T13:35:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │ 0.2  │  -3000  │  -9210000   │     0      │ 51470973.7 │  -555400  │  -1705078000  │      0      │ 1705078000  │  0.2  │
│   31    │ 3070 │ 3070 │ 3070 │ 3070 │  500   │  1535000   │  555900   │   500   │  1535000   │ 1706613000 │ 1676900400000 │ '2023-02-20T13:40:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │  0   │  -500   │  -1535000   │     0      │ 51470973.7 │  -555900  │  -1706613000  │      0      │ 1706613000  │   0   │
│   32    │ 3070 │ 3070 │ 3070 │ 3070 │ 30200  │  92714000  │  586100   │  30200  │  92714000  │ 1799327000 │ 1676901000000 │ '2023-02-20T13:50:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │ 1.8  │ -30200  │  -92714000  │     0      │ 51470973.7 │  -586100  │  -1799327000  │      0      │ 1799327000  │  1.8  │
│   33    │ 3070 │ 3070 │ 3070 │ 3070 │ 33700  │ 103459000  │  619800   │  33700  │ 103459000  │ 1902786000 │ 1676901300000 │ '2023-02-20T13:55:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │  2   │ -33700  │ -103459000  │     0      │ 51470973.7 │  -619800  │  -1902786000  │      0      │ 1902786000  │   2   │
│   34    │ 3070 │ 3070 │ 3070 │ 3070 │ 12900  │  39603000  │  632700   │  12900  │  39603000  │ 1942389000 │ 1676901600000 │ '2023-02-20T14:00:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │ 0.8  │ -12900  │  -39603000  │     0      │ 51470973.7 │  -632700  │  -1942389000  │      0      │ 1942389000  │  0.8  │
│   35    │ 3070 │ 3070 │ 3070 │ 3070 │  2600  │  7982000   │  635300   │  2600   │  7982000   │ 1950371000 │ 1676901900000 │ '2023-02-20T14:05:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │ 0.2  │  -2600  │  -7982000   │     0      │ 51470973.7 │  -635300  │  -1950371000  │      0      │ 1950371000  │  0.2  │
│   36    │ 3070 │ 3070 │ 3070 │ 3070 │  200   │   614000   │  635500   │   200   │   614000   │ 1950985000 │ 1676902500000 │ '2023-02-20T14:15:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │  0   │  -200   │   -614000   │     0      │ 51470973.7 │  -635500  │  -1950985000  │      0      │ 1950985000  │   0   │
│   37    │ 3070 │ 3070 │ 3070 │ 3070 │  1600  │  4912000   │  637100   │  1600   │  4912000   │ 1955897000 │ 1676902800000 │ '2023-02-20T14:20:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 16765.8 │  0  │ 0.1  │  -1600  │  -4912000   │     0      │ 51470973.7 │  -637100  │  -1955897000  │      0      │ 1955897000  │  0.1  │
└─────────┴──────┴──────┴──────┴──────┴────────┴────────────┴───────────┴─────────┴────────────┴────────────┴───────────────┴────────────────────────────┴─────┴─────┴─────┴────┴──────────┴─────┴─────────┴─────┴──────┴─────────┴─────────────┴────────────┴────────────┴───────────┴───────────────┴─────────────┴─────────────┴───────┘

