┌─────────┬───────────────┬─────────┬─────────┬──────────┬─────────────┬──────────────┬──────────────┬──────────┬──────────────┬────────────────────────────┬───────────────┬───────────┬──────────┬──────────────┬───────────┬───────────────┬───────────────┬───────────────┬───────────┬───────────┬───────────────┬─────────────┬───────────────┬───────────┬───────────┬─────────┬──────────┬──────────────┬───────┐
│ (index) │   datetime    │   sd    │   bu    │    uk    │   val_sd    │    val_bu    │    val_uk    │ sum_vol  │     val      │            date            │   acum_val    │ total_vol │  bu-sd   │  bu-sd_val   │ acum_busd │ acum_busd_val │  acum_val_bu  │  acum_val_sd  │ accum_bu  │ accum_sd  │  avg_val_bu   │ avg_val_sd  │    avg_val    │  avg_vol  │  avg_bu   │ avg_sd  │ avg_busd │ avg_busd_val │ rbusd │
├─────────┼───────────────┼─────────┼─────────┼──────────┼─────────────┼──────────────┼──────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼─────────────┼───────────────┼───────────┼───────────┼─────────┼──────────┼──────────────┼───────┤
│    0    │ 1673860440000 │ 955700  │ 1331800 │ 4264300  │ 13833918300 │ 16971751200  │ 58854367900  │ 6551800  │ 89660037400  │ '2023-01-16T09:14:00.000Z' │  89660037400  │  6551800  │  376100  │  3137832900  │  376100   │  3137832900   │  16971751200  │  13833918300  │  1331800  │  955700   │ 25707555690.5 │ 22948124031 │ 52990802814.7 │ 3352253.4 │ 1549679.3 │ 1535944 │ 13735.3  │ 2759431659.5 │  1.1  │
│    1    │ 1673860560000 │ 1148300 │ 1596400 │  18000   │ 16729981600 │ 25757481600  │  452970000   │ 2762700  │ 42940433200  │ '2023-01-16T09:16:00.000Z' │ 132600470600  │  9314500  │  448100  │  9027500000  │  824200   │  12165332900  │  42729232800  │  30563899900  │  2928200  │  2104000  │ 25707555690.5 │ 22948124031 │ 52990802814.7 │ 3352253.4 │ 1549679.3 │ 1535944 │ 13735.3  │ 2759431659.5 │  3.3  │
│    2    │ 1673860680000 │ 1107900 │ 1420200 │  44300   │ 16164526200 │ 27252740100  │  633058000   │ 2572400  │ 44050324300  │ '2023-01-16T09:18:00.000Z' │ 176650794900  │ 11886900  │  312300  │ 11088213900  │  1136500  │  23253546800  │  69981972900  │  46728426100  │  4348400  │  3211900  │ 25707555690.5 │ 22948124031 │ 52990802814.7 │ 3352253.4 │ 1549679.3 │ 1535944 │ 13735.3  │ 2759431659.5 │   4   │
│    3    │ 1673860800000 │ 1464700 │ 2873100 │   3900   │ 20991804000 │ 37548813300  │   68461000   │ 4341700  │ 58609078300  │ '2023-01-16T09:20:00.000Z' │ 235259873200  │ 16228600  │ 1408400  │ 16557009300  │  2544900  │  39810556100  │ 107530786200  │  67720230100  │  7221500  │  4676600  │ 25707555690.5 │ 22948124031 │ 52990802814.7 │ 3352253.4 │ 1549679.3 │ 1535944 │ 13735.3  │ 2759431659.5 │   6   │
│    4    │ 1673860920000 │ 1151600 │ 3887000 │  21000   │ 18623199400 │ 32216794500  │  161699500   │ 5059600  │ 51001693400  │ '2023-01-16T09:22:00.000Z' │ 286261566600  │ 21288200  │ 2735400  │ 13593595100  │  5280300  │  53404151200  │ 139747580700  │  86343429500  │ 11108500  │  5828200  │ 25707555690.5 │ 22948124031 │ 52990802814.7 │ 3352253.4 │ 1549679.3 │ 1535944 │ 13735.3  │ 2759431659.5 │  4.9  │
│    5    │ 1673861040000 │ 1821100 │ 924000  │  18700   │ 24921080700 │ 13728869700  │  413036000   │ 2763800  │ 39062986400  │ '2023-01-16T09:24:00.000Z' │ 325324553000  │ 24052000  │ -897100  │ -11192211000 │  4383200  │  42211940200  │ 153476450400  │ 111264510200  │ 12032500  │  7649300  │ 25707555690.5 │ 22948124031 │ 52990802814.7 │ 3352253.4 │ 1549679.3 │ 1535944 │ 13735.3  │ 2759431659.5 │  4.1  │
│    6    │ 1673861160000 │ 1359900 │ 658100  │  12700   │ 18746406600 │ 10118341500  │  146881800   │ 2030700  │ 29011629900  │ '2023-01-16T09:26:00.000Z' │ 354336182900  │ 26082700  │ -701800  │ -8628065100  │  3681400  │  33583875100  │ 163594791900  │ 130010916800  │ 12690600  │  9009200  │ 25707555690.5 │ 22948124031 │ 52990802814.7 │ 3352253.4 │ 1549679.3 │ 1535944 │ 13735.3  │ 2759431659.5 │  3.1  │
│    7    │ 1673861280000 │ 1539600 │ 1156600 │   7000   │ 21134783700 │ 21094934000  │  188270000   │ 2703200  │ 42417987700  │ '2023-01-16T09:28:00.000Z' │ 396754170600  │ 28785900  │ -383000  │  -39849700   │  3298400  │  33544025400  │ 184689725900  │ 151145700500  │ 13847200  │ 10548800  │ 25707555690.5 │ 22948124031 │ 52990802814.7 │ 3352253.4 │ 1549679.3 │ 1535944 │ 13735.3  │ 2759431659.5 │   0   │
│    8    │ 1673861400000 │ 2133400 │ 561500  │   1000   │ 30524089900 │  9219986000  │   37175000   │ 2695900  │ 39781250900  │ '2023-01-16T09:30:00.000Z' │ 436535421500  │ 31481800  │ -1571900 │ -21304103900 │  1726500  │  12239921500  │ 193909711900  │ 181669790400  │ 14408700  │ 12682200  │ 25707555690.5 │ 22948124031 │ 52990802814.7 │ 3352253.4 │ 1549679.3 │ 1535944 │ 13735.3  │ 2759431659.5 │  7.7  │
