"acum_busd","acum_busd_val","acum_val","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
-4641700,-20790345700,133561947900,2757900,-4641700,-20790345700,"2023-01-11T09:14:00.000Z",1673428440000,7399600,16126800,16126800,5969300,133561947900,29215268700,50005614400,54341064800
-6233500,-14426685900,199623303100,2606400,-1591800,6363659800,"2023-01-11T09:16:00.000Z",1673428560000,4198200,6839000,22965800,34400,66061355200,36028724400,29665064600,367566200
-5412100,-2450133100,249615200100,2524500,821400,11976552800,"2023-01-11T09:18:00.000Z",1673428680000,1703100,4241800,27207600,14200,49991897000,30931407900,18954855100,105634000
-5505900,1262245900,294454993500,1857300,-93800,3712379000,"2023-01-11T09:20:00.000Z",1673428800000,1951100,3823000,31030600,14600,44839793400,24230614700,20518235700,90943000
-5710300,-2283682600,332275578100,1446600,-204400,-3545928500,"2023-01-11T09:22:00.000Z",1673428920000,1651000,3103000,34133600,5400,37820584600,17103042000,20648970500,68572100
-5433600,2892346000,364553575400,1434200,276700,5176028600,"2023-01-11T09:24:00.000Z",1673429040000,1157500,2645100,36778700,53400,32277997300,18472775900,13296747300,508474100
-5459100,4512428700,396630257100,1227300,-25500,1620082700,"2023-01-11T09:26:00.000Z",1673429160000,1252800,2486600,39265300,6500,32076681700,16829749200,15209666500,37266000
-5023700,15531117600,440555137200,1776200,435400,11018688900,"2023-01-11T09:28:00.000Z",1673429280000,1340800,3172800,42438100,55800,43924880100,27096599500,16077910600,750370000
-3869900,30848278800,488855232600,2264900,1153800,15317161200,"2023-01-11T09:30:00.000Z",1673429400000,1111100,3376800,45814900,800,48300095400,31801070800,16483909600,15115000
-2196300,53945370400,544474584200,2744800,1673600,23097091600,"2023-01-11T09:32:00.000Z",1673429520000,1071200,3821700,49636600,5700,55619351600,39316211600,16219120000,84020000
1179100,98625422600,639737541000,5060000,3375400,44680052200,"2023-01-11T09:34:00.000Z",1673429640000,1684600,6808600,56445200,64000,95262956800,69471227000,24791174800,1000555000
3717000,138486419700,721829589300,3991500,2537900,39860997100,"2023-01-11T09:36:00.000Z",1673429760000,1453600,5458600,61903800,13500,82092048300,60864238700,21003241600,224568000
7118400,194119846100,820749596100,4886400,3401400,55633426400,"2023-01-11T09:38:00.000Z",1673429880000,1485000,6395700,68299500,24300,98920006800,77114300600,21480874200,324832000
