"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
-1368100,-32602015500,72645022100,105247037600,196936638700,4810100,6178200,38446373403.4,36958594775.9,79608212803.4,4724572.4,2228313.8,2229293.1,-979.3,1487778627.6,21.9,4810100,-1368100,-32602015500,"2023-01-27T09:14:00.000Z",1674810840000,6178200,14400300,14400300,3412000,196936638700,72645022100,105247037600,19044579000
-127700,-9103551900,164724026300,173827578200,358750191300,10255300,10383000,38446373403.4,36958594775.9,79608212803.4,4724572.4,2228313.8,2229293.1,-979.3,1487778627.6,15.8,5445200,1240400,23498463600,"2023-01-27T09:16:00.000Z",1674810960000,4204800,9730000,24130300,80000,161813552600,92079004200,68580540600,1154007800
-807700,-16706966900,234314461300,251021428200,506319533700,14428900,15236600,38446373403.4,36958594775.9,79608212803.4,4724572.4,2228313.8,2229293.1,-979.3,1487778627.6,5.1,4173600,-680000,-7603415000,"2023-01-27T09:18:00.000Z",1674811080000,4853600,9116900,33247200,89700,147569342400,69590435000,77193850000,785057400
-1744600,-32984508200,295618519600,328603027800,647601821600,17757400,19502000,38446373403.4,36958594775.9,79608212803.4,4724572.4,2228313.8,2229293.1,-979.3,1487778627.6,10.9,3328500,-936900,-16277541300,"2023-01-27T09:20:00.000Z",1674811200000,4265400,7705700,40952900,111800,141282287900,61304058300,77581599600,2396630000
-2622200,-40581235900,354403048700,394984284600,773764404500,20902100,23524300,38446373403.4,36958594775.9,79608212803.4,4724572.4,2228313.8,2229293.1,-979.3,1487778627.6,5.1,3144700,-877600,-7596727700,"2023-01-27T09:22:00.000Z",1674811320000,4022300,7200800,48153700,33800,126162582900,58784529100,66381256800,996797000
-3917500,-57592560400,398802768300,456395328700,880335674200,23418500,27336000,38446373403.4,36958594775.9,79608212803.4,4724572.4,2228313.8,2229293.1,-979.3,1487778627.6,11.4,2516400,-1295300,-17011324500,"2023-01-27T09:24:00.000Z",1674811440000,3811700,6364500,54518200,36400,106571269700,44399719600,61411044100,760506000
-2867100,-45863780000,453728034000,499591814000,978747515200,27145500,30012600,38446373403.4,36958594775.9,79608212803.4,4724572.4,2228313.8,2229293.1,-979.3,1487778627.6,7.9,3727000,1050400,11728780400,"2023-01-27T09:26:00.000Z",1674811560000,2676600,6421300,60939500,17700,98411841000,54925265700,43196485300,290090000
-2003900,-25948601400,510563232200,536511833600,1073027962000,30205200,32209100,38446373403.4,36958594775.9,79608212803.4,4724572.4,2228313.8,2229293.1,-979.3,1487778627.6,13.4,3059700,863200,19915178600,"2023-01-27T09:28:00.000Z",1674811680000,2196500,5269300,66208800,13100,94280446800,56835198200,36920019600,525229000
-175500,7294878900,575052632300,567757753400,1168806963900,33996900,34172400,38446373403.4,36958594775.9,79608212803.4,4724572.4,2228313.8,2229293.1,-979.3,1487778627.6,22.3,3791700,1828400,33243480300,"2023-01-27T09:30:00.000Z",1674811800000,1963300,5761400,71970200,6400,95779001900,64489400100,31245919800,43682000
-370200,18618987700,619691614100,601072626400,1246958477700,36158800,36529000,38446373403.4,36958594775.9,79608212803.4,4724572.4,2228313.8,2229293.1,-979.3,1487778627.6,7.6,2161900,-194700,11324108800,"2023-01-27T09:32:00.000Z",1674811920000,2356600,4538200,76508400,19700,78151513800,44638981800,33314873000,197659000
-2134700,-11436334200,648621209400,660057543600,1334928108200,37779500,39914200,38446373403.4,36958594775.9,79608212803.4,4724572.4,2228313.8,2229293.1,-979.3,1487778627.6,20.2,1620700,-1764500,-30055321900,"2023-01-27T09:34:00.000Z",1674812040000,3385200,5008900,81517300,3000,87969630500,28929595300,58984917200,55118000
