┌─────────┬───────────────┬─────────┬─────────┬──────────┬──────────────┬─────────────┬────────────────────┬──────────┬──────────────┬────────────────────────────┬───────────────┬───────────┬──────────┬───────────────┬───────────┬───────────────┐
│ (index) │   datetime    │   sd    │   bu    │    uk    │    val_sd    │   val_bu    │       val_uk       │ sum_vol  │     val      │            date            │   acum_val    │ total_vol │  bu-sd   │   bu-sd_val   │ acum_busd │ acum_busd_val │
│   14    │ 1674812520000 │ 2079700 │ 1832700 │  38900   │ 34020579200  │ 30577961600 │     726045000      │ 3951300  │ 65324585800  │ '2023-01-27T09:42:00.000Z' │ 1600753053600 │ 97636000  │ -247000  │  -3442617600  │ -2163700  │  7611829000   │
│   15    │ 1674812640000 │ 1811500 │ 1768400 │  18400   │ 30339666400  │ 29781123100 │     191228000      │ 3598300  │ 60312017500  │ '2023-01-27T09:44:00.000Z' │ 1661065071100 │ 101234300 │  -43100  │  -558543300   │ -2206800  │  7053285700   │
│   16    │ 1674812760000 │ 1602000 │ 1636000 │   3000   │ 23095395900  │ 32364260000 │      39267000      │ 3241000  │ 55498922900  │ '2023-01-27T09:46:00.000Z' │ 1716563994000 │ 104475300 │  34000   │  9268864100   │ -2172800  │  16322149800  │
│   17    │ 1674812880000 │ 1930100 │ 1702300 │   8100   │ 27598232500  │ 31160815800 │     117008000      │ 3640500  │ 58876056300  │ '2023-01-27T09:48:00.000Z' │ 1775440050300 │ 108115800 │ -227800  │  3562583300   │ -2400600  │  19884733100  │
│   18    │ 1674813000000 │ 1388500 │ 1614200 │   5100   │ 21858581200  │ 32958478000 │     176349000      │ 3007800  │ 54993408200  │ '2023-01-27T09:50:00.000Z' │ 1830433458500 │ 111123600 │  225700  │  11099896800  │ -2174900  │  30984629900  │
│   19    │ 1674813120000 │ 979200  │ 1767800 │  16400   │ 16545940700  │ 37240431800 │     462582000      │ 2763400  │ 54248954500  │ '2023-01-27T09:52:00.000Z' │ 1884682413000 │ 113887000 │  788600  │  20694491100  │ -1386300  │  51679121000  │
│   20    │ 1674813240000 │ 1134000 │ 1842300 │  19500   │ 20385366700  │ 33409773100 │     386874600      │ 2995800  │ 54182014400  │ '2023-01-27T09:54:00.000Z' │ 1938864427400 │ 116882800 │  708300  │  13024406400  │  -678000  │  64703527400  │
├─────────┼───────────────┼─────────┼─────────┼──────────┼──────────────┼─────────────┼────────────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼───────────────┼───────────┼───────────────┤
│ (index) │   datetime    │   sd    │   bu    │    uk    │    val_sd    │   val_bu    │       val_uk       │ sum_vol  │     val      │            date            │   acum_val    │ total_vol │  bu-sd   │   bu-sd_val   │ acum_busd │ acum_busd_val │
├─────────┼───────────────┼─────────┼─────────┼──────────┼──────────────┼─────────────┼────────────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼───────────────┼───────────┼───────────────┤
│   21    │ 1674813360000 │ 1858900 │ 1763100 │   8000   │ 32500133700  │ 33402084700 │     241311000      │ 3630000  │ 66143529400  │ '2023-01-27T09:56:00.000Z' │ 2005007956800 │ 120512800 │  -95800  │   901951000   │  -773800  │  65605478400  │
│   22    │ 1674813480000 │ 1640100 │ 1557500 │  20900   │ 28778649000  │ 28956778200 │     282786000      │ 3218500  │ 58018213200  │ '2023-01-27T09:58:00.000Z' │ 2063026170000 │ 123731300 │  -82600  │   178129200   │  -856400  │  65783607600  │
│   23    │ 1674813600000 │ 2268400 │ 1489200 │  38600   │ 35909624700  │ 28913724600 │     433169000      │ 3796200  │ 65256518300  │ '2023-01-27T10:00:00.000Z' │ 2128282688300 │ 127527500 │ -779200  │  -6995900100  │ -1635600  │  58787707500  │
│   24    │ 1674813720000 │ 2448300 │ 1614400 │   2800   │ 40943588600  │ 26893515600 │      37238000      │ 4065500  │ 67874342200  │ '2023-01-27T10:02:00.000Z' │ 2196157030500 │ 131593000 │ -833900  │ -14050073000  │ -2469500  │  44737634500  │
│   25    │ 1674813840000 │ 3589800 │ 1387200 │   9500   │ 61216520900  │ 23344320500 │     141111000      │ 4986500  │ 84701952400  │ '2023-01-27T10:04:00.000Z' │ 2280858982900 │ 136579500 │ -2202600 │ -37872200400  │ -4672100  │  6865434100   │
│   26    │ 1674813960000 │ 4214400 │ 1523900 │  25600   │ 66732727300  │ 27079848700 │     338118000      │ 5763900  │ 94150694000  │ '2023-01-27T10:06:00.000Z' │ 2375009676900 │ 142343400 │ -2690500 │ -39652878600  │ -7362600  │ -32787444500  │
│   27    │ 1674814080000 │ 3646000 │ 1512800 │  24800   │ 58582050000  │ 23626660600 │     181225300      │ 5183600  │ 82389935900  │ '2023-01-27T10:08:00.000Z' │ 2457399612800 │ 147527000 │ -2133200 │ -34955389400  │ -9495800  │ -67742833900  │
│   28    │ 1674814200000 │ 2387300 │ 1518700 │  11800   │ 36441867100  │ 30291841500 │     199287000      │ 3917800  │ 66932995600  │ '2023-01-27T10:10:00.000Z' │ 2524332608400 │ 151444800 │ -868600  │  -6150025600  │ -10364400 │ -73892859500  │
│   29    │ 1674814320000 │ 3037900 │ 1631100 │  43300   │ 38000295200  │ 31701420600 │     863926300      │ 4712300  │ 70565642100  │ '2023-01-27T10:12:00.000Z' │ 2594898250500 │ 156157100 │ -1406800 │  -6298874600  │ -11771200 │ -80191734100  │
│   30    │ 1674814440000 │ 1547200 │ 1018600 │   2000   │ 24819483400  │ 17745218800 │      29128000      │ 2567800  │ 42593830200  │ '2023-01-27T10:14:00.000Z' │ 2637492080700 │ 158724900 │ -528600  │  -7074264600  │ -12299800 │ -87265998700  │
│   31    │ 1674814560000 │ 1458000 │ 1162000 │  34900   │ 24276717900  │ 22491854500 │     559690000      │ 2654900  │ 47328262400  │ '2023-01-27T10:16:00.000Z' │ 2684820343100 │ 161379800 │ -296000  │  -1784863400  │ -12595800 │ -89050862100  │
│   32    │ 1674814680000 │ 1234200 │ 1896300 │  16600   │ 22855768900  │ 31998642400 │     399243400      │ 3147100  │ 55253654700  │ '2023-01-27T10:18:00.000Z' │ 2740073997800 │ 164526900 │  662100  │  9142873500   │ -11933700 │ -79907988600  │
│   33    │ 1674814800000 │ 936500  │ 2188600 │   3200   │ 14703742700  │ 37527512000 │      83672000      │ 3128300  │ 52314926700  │ '2023-01-27T10:20:00.000Z' │ 2792388924500 │ 167655200 │ 1252100  │  22823769300  │ -10681600 │ -57084219300  │
│   34    │ 1674814920000 │ 903900  │ 2097800 │   6900   │ 13042678700  │ 39308382100 │     322894000      │ 3008600  │ 52673954800  │ '2023-01-27T10:22:00.000Z' │ 2845062879300 │ 170663800 │ 1193900  │  26265703400  │ -9487700  │ -30818515900  │
│   35    │ 1674815040000 │ 1008400 │ 2054600 │  116600  │ 15448186500  │ 32679539400 │     1949266000     │ 3179600  │ 50076991900  │ '2023-01-27T10:24:00.000Z' │ 2895139871200 │ 173843400 │ 1046200  │  17231352900  │ -8441500  │ -13587163000  │
│   36    │ 1674815160000 │ 928000  │ 1517900 │  66700   │ 14333576700  │ 24869993800 │     1248099000     │ 2512600  │ 40451669500  │ '2023-01-27T10:26:00.000Z' │ 2935591540700 │ 176356000 │  589900  │  10536417100  │ -7851600  │  -3050745900  │
│   37    │ 1674815280000 │ 1245400 │ 3244900 │   1400   │ 19612203100  │ 46503553400 │ 22959999.999999996 │ 4491700  │ 66138716500  │ '2023-01-27T10:28:00.000Z' │ 3001730257200 │ 180847700 │ 1999500  │  26891350300  │ -5852100  │  23840604400  │
│   38    │ 1674815400000 │ 992700  │ 1431200 │   4900   │ 16459854600  │ 22102401700 │      79840000      │ 2428800  │ 38642096300  │ '2023-01-27T10:30:00.000Z' │ 3040372353500 │ 183276500 │  438500  │  5642547100   │ -5413600  │  29483151500  │
│   39    │ 1674815520000 │ 1285000 │ 1465800 │   700    │ 22969183700  │ 21634192600 │      8540000       │ 2751500  │ 44611916300  │ '2023-01-27T10:32:00.000Z' │ 3084984269800 │ 186028000 │  180800  │  -1334991100  │ -5232800  │  28148160400  │
│   40    │ 1674815640000 │ 1301800 │ 1214900 │  12600   │ 24873241400  │ 24240392500 │     263753000      │ 2529300  │ 49377386900  │ '2023-01-27T10:34:00.000Z' │ 3134361656700 │ 188557300 │  -86900  │  -632848900   │ -5319700  │  27515311500  │
├─────────┼───────────────┼─────────┼─────────┼──────────┼──────────────┼─────────────┼────────────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼───────────────┼───────────┼───────────────┤
│ (index) │   datetime    │   sd    │   bu    │    uk    │    val_sd    │   val_bu    │       val_uk       │ sum_vol  │     val      │            date            │   acum_val    │ total_vol │  bu-sd   │   bu-sd_val   │ acum_busd │ acum_busd_val │
├─────────┼───────────────┼─────────┼─────────┼──────────┼──────────────┼─────────────┼────────────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼───────────────┼───────────┼───────────────┤
│   41    │ 1674815760000 │ 1381900 │ 862700  │  19400   │ 23219924800  │ 15814007100 │     370270000      │ 2264000  │ 39404201900  │ '2023-01-27T10:36:00.000Z' │ 3173765858600 │ 190821300 │ -519200  │  -7405917700  │ -5838900  │  20109393800  │
│   42    │ 1674815880000 │ 1168200 │ 1309200 │  24100   │ 17400133900  │ 26756428100 │     449253000      │ 2501500  │ 44605815000  │ '2023-01-27T10:38:00.000Z' │ 3218371673600 │ 193322800 │  141000  │  9356294200   │ -5697900  │  29465688000  │
│   43    │ 1674816000000 │ 866600  │ 1880100 │  206100  │ 15089945800  │ 40469264800 │     3320546000     │ 2952800  │ 58879756600  │ '2023-01-27T10:40:00.000Z' │ 3277251430200 │ 196275600 │ 1013500  │  25379319000  │ -4684400  │  54845007000  │
│   44    │ 1674816120000 │ 1048200 │ 3238300 │   6800   │ 14884847600  │ 57389457200 │      43765400      │ 4293300  │ 72318070200  │ '2023-01-27T10:42:00.000Z' │ 3349569500400 │ 200568900 │ 2190100  │  42504609600  │ -2494300  │  97349616600  │
│   45    │ 1674816240000 │ 1242500 │ 4824400 │  11200   │ 18692357300  │ 80460682700 │     127006000      │ 6078100  │ 99280046000  │ '2023-01-27T10:44:00.000Z' │ 3448849546400 │ 206647000 │ 3581900  │  61768325400  │  1087600  │ 159117942000  │
│   46    │ 1674816360000 │ 1570400 │ 6069800 │  81900   │ 21904267800  │ 88188282500 │     1229523000     │ 7722100  │ 111322073300 │ '2023-01-27T10:46:00.000Z' │ 3560171619700 │ 214369100 │ 4499400  │  66284014700  │  5587000  │ 225401956700  │
│   47    │ 1674816480000 │ 1551200 │ 3587400 │  61100   │ 25967105000  │ 56493784400 │     1162484000     │ 5199700  │ 83623373400  │ '2023-01-27T10:48:00.000Z' │ 3643794993100 │ 219568800 │ 2036200  │  30526679400  │  7623200  │ 255928636100  │
│   48    │ 1674816600000 │ 1139200 │ 1999100 │   3100   │ 20955654200  │ 31918276500 │      81173000      │ 3141400  │ 52955103700  │ '2023-01-27T10:50:00.000Z' │ 3696750096800 │ 222710200 │  859900  │  10962622300  │  8483100  │ 266891258400  │
│   49    │ 1674816720000 │ 1397100 │ 1821000 │   6600   │ 24243289200  │ 30660305200 │     100435000      │ 3224700  │ 55004029400  │ '2023-01-27T10:52:00.000Z' │ 3751754126200 │ 225934900 │  423900  │  6417016000   │  8907000  │ 273308274400  │
│   50    │ 1674816840000 │ 1223600 │ 1085700 │   8900   │ 19366167100  │ 20924334700 │     176003300      │ 2318200  │ 40466505100  │ '2023-01-27T10:54:00.000Z' │ 3792220631300 │ 228253100 │ -137900  │  1558167600   │  8769100  │ 274866442000  │
│   51    │ 1674816960000 │ 1023700 │ 1515200 │   8500   │ 16194858900  │ 24284052700 │      82615000      │ 2547400  │ 40561526600  │ '2023-01-27T10:56:00.000Z' │ 3832782157900 │ 230800500 │  491500  │  8089193800   │  9260600  │ 282955635800  │
│   52    │ 1674817080000 │ 721100  │ 1343300 │   9200   │ 11685295800  │ 22373753600 │      62506000      │ 2073600  │ 34121555400  │ '2023-01-27T10:58:00.000Z' │ 3866903713300 │ 232874100 │  622200  │  10688457800  │  9882800  │ 293644093600  │
│   53    │ 1674817200000 │ 1798900 │ 1564200 │   500    │ 29432986000  │ 27332048000 │      16300000      │ 3363600  │ 56781334000  │ '2023-01-27T11:00:00.000Z' │ 3923685047300 │ 236237700 │ -234700  │  -2100938000  │  9648100  │ 291543155600  │
│   54    │ 1674817320000 │ 1122900 │ 1290200 │   5000   │ 18921776200  │ 21373654200 │      21118000      │ 2418100  │ 40316548400  │ '2023-01-27T11:02:00.000Z' │ 3964001595700 │ 238655800 │  167300  │  2451878000   │  9815400  │ 293995033600  │
│   55    │ 1674817440000 │ 968400  │ 1199100 │  11200   │ 16584322200  │ 19986472300 │     254575000      │ 2178700  │ 36825369500  │ '2023-01-27T11:04:00.000Z' │ 4000826965200 │ 240834500 │  230700  │  3402150100   │ 10046100  │ 297397183700  │
│   56    │ 1674817560000 │ 1104400 │ 1272300 │   9100   │ 19986797400  │ 21410354900 │     121221000      │ 2385800  │ 41518373300  │ '2023-01-27T11:06:00.000Z' │ 4042345338500 │ 243220300 │  167900  │  1423557500   │ 10214000  │ 298820741200  │
│   57    │ 1674817680000 │ 768000  │ 1828400 │   3600   │ 13670603700  │ 34838612500 │      80759400      │ 2600000  │ 48589975600  │ '2023-01-27T11:08:00.000Z' │ 4090935314100 │ 245820300 │ 1060400  │  21168008800  │ 11274400  │ 319988750000  │
│   58    │ 1674817800000 │ 883600  │ 1897700 │  10400   │ 14445355300  │ 32383754800 │      85039000      │ 2791700  │ 46914149100  │ '2023-01-27T11:10:00.000Z' │ 4137849463200 │ 248612000 │ 1014100  │  17938399500  │ 12288500  │ 337927149500  │
│   59    │ 1674817920000 │ 1000000 │ 2324500 │  12900   │ 16984530200  │ 36489771000 │     265305000      │ 3337400  │ 53739606200  │ '2023-01-27T11:12:00.000Z' │ 4191589069400 │ 251949400 │ 1324500  │  19505240800  │ 13613000  │ 357432390300  │
│   60    │ 1674818040000 │ 1039700 │ 1957700 │   2800   │ 15129398200  │ 31993385600 │      88341500      │ 3000200  │ 47211125300  │ '2023-01-27T11:14:00.000Z' │ 4238800194700 │ 254949600 │  918000  │  16863987400  │ 14531000  │ 374296377700  │
├─────────┼───────────────┼─────────┼─────────┼──────────┼──────────────┼─────────────┼────────────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼───────────────┼───────────┼───────────────┤
│ (index) │   datetime    │   sd    │   bu    │    uk    │    val_sd    │   val_bu    │       val_uk       │ sum_vol  │     val      │            date            │   acum_val    │ total_vol │  bu-sd   │   bu-sd_val   │ acum_busd │ acum_busd_val │
├─────────┼───────────────┼─────────┼─────────┼──────────┼──────────────┼─────────────┼────────────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼───────────────┼───────────┼───────────────┤
│   61    │ 1674818160000 │ 691900  │ 1985500 │  15600   │ 12067342400  │ 34607635500 │     204940000      │ 2693000  │ 46879917900  │ '2023-01-27T11:16:00.000Z' │ 4285680112600 │ 257642600 │ 1293600  │  22540293100  │ 15824600  │ 396836670800  │
│   62    │ 1674818280000 │ 798400  │ 2080400 │   3300   │ 15859950900  │ 35179633000 │      39495000      │ 2882100  │ 51079078900  │ '2023-01-27T11:18:00.000Z' │ 4336759191500 │ 260524700 │ 1282000  │  19319682100  │ 17106600  │ 416156352900  │
│   63    │ 1674818400000 │ 937200  │ 2385500 │  20000   │ 17686413000  │ 38799923500 │     283925000      │ 3342700  │ 56770261500  │ '2023-01-27T11:20:00.000Z' │ 4393529453000 │ 263867400 │ 1448300  │  21113510500  │ 18554900  │ 437269863400  │
│   64    │ 1674818520000 │ 805600  │ 2185500 │  20700   │ 12236700100  │ 34386436000 │     260773000      │ 3011800  │ 46883909100  │ '2023-01-27T11:22:00.000Z' │ 4440413362100 │ 266879200 │ 1379900  │  22149735900  │ 19934800  │ 459419599300  │
│   65    │ 1674818640000 │ 727700  │ 2249200 │   6200   │ 13195873900  │ 37399130100 │     131217000      │ 2983100  │ 50726221000  │ '2023-01-27T11:24:00.000Z' │ 4491139583100 │ 269862300 │ 1521500  │  24203256200  │ 21456300  │ 483622855500  │
│   66    │ 1674818760000 │ 905500  │ 2635600 │   2000   │ 14259162100  │ 46307845200 │      54562000      │ 3543100  │ 60621569300  │ '2023-01-27T11:26:00.000Z' │ 4551761152400 │ 273405400 │ 1730100  │  32048683100  │ 23186400  │ 515671538600  │
│   67    │ 1674818880000 │ 787100  │ 2692200 │   7300   │ 12236127000  │ 40087558300 │      78284600      │ 3486600  │ 52401969900  │ '2023-01-27T11:28:00.000Z' │ 4604163122300 │ 276892000 │ 1905100  │  27851431300  │ 25091500  │ 543522969900  │
│   68    │ 1674819000000 │    0    │  24000  │    0     │      0       │  281957500  │         0          │  24000   │  281957500   │ '2023-01-27T11:30:00.000Z' │ 4604445079800 │ 276916000 │  24000   │   281957500   │ 25115500  │ 543804927400  │
│   69    │ 1674824400000 │ 4046500 │ 4949500 │  172500  │ 66226147600  │ 79634495200 │     3426973600     │ 9168500  │ 149287616400 │ '2023-01-27T13:00:00.000Z' │ 4753732696200 │ 286084500 │  903000  │  13408347600  │ 26018500  │ 557213275000  │
│   70    │ 1674824520000 │ 2052800 │ 2092800 │  20000   │ 37296137200  │ 24348755500 │     201484600      │ 4165600  │ 61846377300  │ '2023-01-27T13:02:00.000Z' │ 4815579073500 │ 290250100 │  40000   │ -12947381700  │ 26058500  │ 544265893300  │
│   71    │ 1674824640000 │ 2329500 │ 1732500 │   800    │ 35091437400  │ 32012794200 │      16145000      │ 4062800  │ 67120376600  │ '2023-01-27T13:04:00.000Z' │ 4882699450100 │ 294312900 │ -597000  │  -3078643200  │ 25461500  │ 541187250100  │
│   72    │ 1674824760000 │ 2614700 │ 2437400 │  56300   │ 42365383100  │ 45482958600 │     781554000      │ 5108400  │ 88629895700  │ '2023-01-27T13:06:00.000Z' │ 4971329345800 │ 299421300 │ -177300  │  3117575500   │ 25284200  │ 544304825600  │
│   73    │ 1674824880000 │ 1556400 │ 1892600 │   3100   │ 23001346400  │ 33983870200 │     162325000      │ 3452100  │ 57147541600  │ '2023-01-27T13:08:00.000Z' │ 5028476887400 │ 302873400 │  336200  │  10982523800  │ 25620400  │ 555287349400  │
│   74    │ 1674825000000 │ 2329500 │ 2986900 │  21000   │ 40199563800  │ 45528444700 │     318744500      │ 5337400  │ 86046753000  │ '2023-01-27T13:10:00.000Z' │ 5114523640400 │ 308210800 │  657400  │  5328880900   │ 26277800  │ 560616230300  │
│   75    │ 1674825120000 │ 1937100 │ 2670300 │  14400   │ 33152561900  │ 37660526800 │     257300000      │ 4621800  │ 71070388700  │ '2023-01-27T13:12:00.000Z' │ 5185594029100 │ 312832600 │  733200  │  4507964900   │ 27011000  │ 565124195200  │
│   76    │ 1674825240000 │ 2299800 │ 2833700 │  11500   │ 37520862200  │ 45060991400 │     136946600      │ 5145000  │ 82718800200  │ '2023-01-27T13:14:00.000Z' │ 5268312829300 │ 317977600 │  533900  │  7540129200   │ 27544900  │ 572664324400  │
│   77    │ 1674825360000 │ 1780200 │ 2660300 │   8900   │ 27236046200  │ 53390029200 │     314614000      │ 4449400  │ 80940689400  │ '2023-01-27T13:16:00.000Z' │ 5349253518700 │ 322427000 │  880100  │  26153983000  │ 28425000  │ 598818307400  │
│   78    │ 1674825480000 │ 1846300 │ 3168100 │  16300   │ 30380025100  │ 59344460800 │     575166000      │ 5030700  │ 90299651900  │ '2023-01-27T13:18:00.000Z' │ 5439553170600 │ 327457700 │ 1321800  │  28964435700  │ 29746800  │ 627782743100  │
│   79    │ 1674825600000 │ 2290400 │ 4579800 │  37100   │ 39262133900  │ 94857651600 │     620150600      │ 6907300  │ 134739936100 │ '2023-01-27T13:20:00.000Z' │ 5574293106700 │ 334365000 │ 2289400  │  55595517700  │ 32036200  │ 683378260800  │
│   80    │ 1674825720000 │ 2055100 │ 4142500 │   1700   │ 36931819300  │ 73599713200 │      8187000       │ 6199300  │ 110539719500 │ '2023-01-27T13:22:00.000Z' │ 5684832826200 │ 340564300 │ 2087400  │  36667893900  │ 34123600  │ 720046154700  │
├─────────┼───────────────┼─────────┼─────────┼──────────┼──────────────┼─────────────┼────────────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼───────────────┼───────────┼───────────────┤
│ (index) │   datetime    │   sd    │   bu    │    uk    │    val_sd    │   val_bu    │       val_uk       │ sum_vol  │     val      │            date            │   acum_val    │ total_vol │  bu-sd   │   bu-sd_val   │ acum_busd │ acum_busd_val │
├─────────┼───────────────┼─────────┼─────────┼──────────┼──────────────┼─────────────┼────────────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼───────────────┼───────────┼───────────────┤
│   81    │ 1674825840000 │ 1799800 │ 4554100 │  109200  │ 28654066900  │ 72742799400 │     2189788000     │ 6463100  │ 103586654300 │ '2023-01-27T13:24:00.000Z' │ 5788419480500 │ 347027400 │ 2754300  │  44088732500  │ 36877900  │ 764134887200  │
│   82    │ 1674825960000 │ 3158700 │ 3216600 │  29600   │ 55684063600  │ 48927591900 │     241854000      │ 6404900  │ 104853509500 │ '2023-01-27T13:26:00.000Z' │ 5893272990000 │ 353432300 │  57900   │  -6756471700  │ 36935800  │ 757378415500  │
│   83    │ 1674826080000 │ 1485500 │ 3066900 │   8000   │ 22761510500  │ 62206692900 │     137019000      │ 4560400  │ 85105222400  │ '2023-01-27T13:28:00.000Z' │ 5978378212400 │ 357992700 │ 1581400  │  39445182400  │ 38517200  │ 796823597900  │
│   84    │ 1674826200000 │ 1689100 │ 2139500 │   3000   │ 28298213100  │ 40410261700 │      83680000      │ 3831600  │ 68792154800  │ '2023-01-27T13:30:00.000Z' │ 6047170367200 │ 361824300 │  450400  │  12112048600  │ 38967600  │ 808935646500  │
│   85    │ 1674826320000 │ 1607100 │ 2770700 │  24600   │ 26786741800  │ 46800289000 │     207550200      │ 4402400  │ 73794581000  │ '2023-01-27T13:32:00.000Z' │ 6120964948200 │ 366226700 │ 1163600  │  20013547200  │ 40131200  │ 828949193700  │
│   86    │ 1674826440000 │ 2014800 │ 2532800 │   7500   │ 31119155800  │ 46317213600 │     184420000      │ 4555100  │ 77620789400  │ '2023-01-27T13:34:00.000Z' │ 6198585737600 │ 370781800 │  518000  │  15198057800  │ 40649200  │ 844147251500  │
│   87    │ 1674826560000 │ 2402000 │ 2365300 │  17500   │ 44882821000  │ 43571560900 │     127816000      │ 4784800  │ 88582197900  │ '2023-01-27T13:36:00.000Z' │ 6287167935500 │ 375566600 │  -36700  │  -1311260100  │ 40612500  │ 842835991400  │
│   88    │ 1674826680000 │ 2773600 │ 2501600 │   7700   │ 46361391000  │ 43677575200 │     236951200      │ 5282900  │ 90275917400  │ '2023-01-27T13:38:00.000Z' │ 6377443852900 │ 380849500 │ -272000  │  -2683815800  │ 40340500  │ 840152175600  │
│   89    │ 1674826800000 │ 2330400 │ 2262500 │  94700   │ 35559160200  │ 38475369200 │     143798000      │ 4687600  │ 74178327400  │ '2023-01-27T13:40:00.000Z' │ 6451622180300 │ 385537100 │  -67900  │  2916209000   │ 40272600  │ 843068384600  │
