┌─────────┬─────┬─────┬─────┬─────┬──────┬─────────┬───────────┬─────────┬─────────┬──────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬──────────┬────┬───────┬─────┬─────┬─────┬───────┬───────────┬────────────┬────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┐
│ (index) │  c  │  h  │  l  │  o  │  bu  │ val_bu  │ total_vol │ sum_vol │   val   │ acum_val │   datetime    │            date            │ pbu │ psd │ puk │    bs    │ sb │  abu  │ asd │ auk │ rbu │ bu-sd │ bu-sd_val │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │
├─────────┼─────┼─────┼─────┼─────┼──────┼─────────┼───────────┼─────────┼─────────┼──────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼────┼───────┼─────┼─────┼─────┼───────┼───────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┤
│    0    │ 0.7 │ 0.7 │ 0.7 │ 0.7 │ 200  │ 140000  │    200    │   200   │ 140000  │  140000  │ 1674810900000 │ '2023-01-27T09:15:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 652.9 │  0  │  0  │ 0.3 │  200  │  140000   │  457058.8  │     0      │    200    │    140000     │   140000    │      0      │  0.3  │
│    1    │ 0.7 │ 0.7 │ 0.7 │ 0.7 │ 3300 │ 2310000 │   3500    │  3300   │ 2310000 │ 2450000  │ 1674811200000 │ '2023-01-27T09:20:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 652.9 │  0  │  0  │ 5.1 │ 3300  │  2310000  │  457058.8  │     0      │   3500    │    2450000    │   2450000   │      0      │  5.1  │
│    2    │ 0.7 │ 0.7 │ 0.7 │ 0.7 │ 200  │ 140000  │   3700    │   200   │ 140000  │ 2590000  │ 1674811500000 │ '2023-01-27T09:25:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 652.9 │  0  │  0  │ 0.3 │  200  │  140000   │  457058.8  │     0      │   3700    │    2590000    │   2590000   │      0      │  0.3  │
│    3    │ 0.7 │ 0.7 │ 0.7 │ 0.7 │ 200  │ 140000  │   3900    │   200   │ 140000  │ 2730000  │ 1674811800000 │ '2023-01-27T09:30:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 652.9 │  0  │  0  │ 0.3 │  200  │  140000   │  457058.8  │     0      │   3900    │    2730000    │   2730000   │      0      │  0.3  │
│    4    │ 0.7 │ 0.7 │ 0.7 │ 0.7 │ 300  │ 210000  │   4200    │   300   │ 210000  │ 2940000  │ 1674812400000 │ '2023-01-27T09:40:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 652.9 │  0  │  0  │ 0.5 │  300  │  210000   │  457058.8  │     0      │   4200    │    2940000    │   2940000   │      0      │  0.5  │
│    5    │ 0.7 │ 0.7 │ 0.7 │ 0.7 │ 3200 │ 2240000 │   7400    │  3200   │ 2240000 │ 5180000  │ 1674812700000 │ '2023-01-27T09:45:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 652.9 │  0  │  0  │ 4.9 │ 3200  │  2240000  │  457058.8  │     0      │   7400    │    5180000    │   5180000   │      0      │  4.9  │
│    6    │ 0.7 │ 0.7 │ 0.7 │ 0.7 │ 200  │ 140000  │   7600    │   200   │ 140000  │ 5320000  │ 1674814200000 │ '2023-01-27T10:10:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 652.9 │  0  │  0  │ 0.3 │  200  │  140000   │  457058.8  │     0      │   7600    │    5320000    │   5320000   │      0      │  0.3  │
│    7    │ 0.7 │ 0.7 │ 0.7 │ 0.7 │ 200  │ 140000  │   7800    │   200   │ 140000  │ 5460000  │ 1674815400000 │ '2023-01-27T10:30:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 652.9 │  0  │  0  │ 0.3 │  200  │  140000   │  457058.8  │     0      │   7800    │    5460000    │   5460000   │      0      │  0.3  │
│    8    │ 0.7 │ 0.7 │ 0.7 │ 0.7 │ 900  │ 630000  │   8700    │   900   │ 630000  │ 6090000  │ 1674815700000 │ '2023-01-27T10:35:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 652.9 │  0  │  0  │ 1.4 │  900  │  630000   │  457058.8  │     0      │   8700    │    6090000    │   6090000   │      0      │  1.4  │
│    9    │ 0.7 │ 0.7 │ 0.7 │ 0.7 │ 1000 │ 700000  │   9700    │  1000   │ 700000  │ 6790000  │ 1674817200000 │ '2023-01-27T11:00:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 652.9 │  0  │  0  │ 1.5 │ 1000  │  700000   │  457058.8  │     0      │   9700    │    6790000    │   6790000   │      0      │  1.5  │
│   10    │ 0.7 │ 0.7 │ 0.7 │ 0.7 │ 100  │  70000  │   9800    │   100   │  70000  │ 6860000  │ 1674817500000 │ '2023-01-27T11:05:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 652.9 │  0  │  0  │ 0.2 │  100  │   70000   │  457058.8  │     0      │   9800    │    6860000    │   6860000   │      0      │  0.2  │
│   11    │ 0.7 │ 0.7 │ 0.7 │ 0.7 │ 100  │  70000  │   9900    │   100   │  70000  │ 6930000  │ 1674818400000 │ '2023-01-27T11:20:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 652.9 │  0  │  0  │ 0.2 │  100  │   70000   │  457058.8  │     0      │   9900    │    6930000    │   6930000   │      0      │  0.2  │
│   12    │ 0.7 │ 0.7 │ 0.7 │ 0.7 │ 400  │ 280000  │   10300   │   400   │ 280000  │ 7210000  │ 1674825000000 │ '2023-01-27T13:10:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 652.9 │  0  │  0  │ 0.6 │  400  │  280000   │  457058.8  │     0      │   10300   │    7210000    │   7210000   │      0      │  0.6  │
