┌─────────┬─────┬─────┬─────┬─────┬────────┬────────────────────┬───────────┬─────────┬────────────────────┬────────────────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬────┬──────────┬─────┬────────┬─────┬──────┬─────────┬─────────────────────┬────────────┬────────────┬───────────┬─────────────────────┬─────────────┬────────────────────┬───────┐
│ (index) │  c  │  h  │  l  │  o  │   sd   │       val_sd       │ total_vol │ sum_vol │        val         │      acum_val      │   datetime    │            date            │ pbu │ psd │ puk │ bs │    sb    │ abu │  asd   │ auk │ rsd  │  bu-sd  │      bu-sd_val      │ avg_val_bu │ avg_val_sd │ acum_busd │    acum_busd_val    │ acum_val_bu │    acum_val_sd     │ rbusd │
├─────────┼─────┼─────┼─────┼─────┼────────┼────────────────────┼───────────┼─────────┼────────────────────┼────────────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼────┼──────────┼─────┼────────┼─────┼──────┼─────────┼─────────────────────┼────────────┼────────────┼───────────┼─────────────────────┼─────────────┼────────────────────┼───────┤
│    0    │ 8.3 │ 8.3 │ 8.3 │ 8.3 │  1900  │      15770000      │   1900    │  1900   │      15770000      │      15770000      │ 1672736400000 │ '2023-01-03T09:00:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 7694.4 │  0  │ 0.2  │  -1900  │      -15770000      │     0      │ 63863888.9 │   -1900   │      -15770000      │      0      │      15770000      │  0.2  │
│    1    │ 8.3 │ 8.3 │ 8.3 │ 8.3 │  1300  │ 10790000.000000002 │   3200    │  1300   │ 10790000.000000002 │      26560000      │ 1672736640000 │ '2023-01-03T09:04:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 7694.4 │  0  │ 0.2  │  -1300  │ -10790000.000000002 │     0      │ 63863888.9 │   -3200   │      -26560000      │      0      │      26560000      │  0.2  │
│    2    │ 8.3 │ 8.3 │ 8.3 │ 8.3 │  700   │      5810000       │   3900    │   700   │      5810000       │      32370000      │ 1672736760000 │ '2023-01-03T09:06:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 7694.4 │  0  │ 0.1  │  -700   │      -5810000       │     0      │ 63863888.9 │   -3900   │      -32370000      │      0      │      32370000      │  0.1  │
│    3    │ 8.3 │ 8.3 │ 8.3 │ 8.3 │  500   │      4150000       │   4400    │   500   │      4150000       │      36520000      │ 1672736880000 │ '2023-01-03T09:08:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 7694.4 │  0  │ 0.1  │  -500   │      -4150000       │     0      │ 63863888.9 │   -4400   │      -36520000      │      0      │      36520000      │  0.1  │
│    4    │ 8.3 │ 8.3 │ 8.3 │ 8.3 │  900   │ 7470000.000000001  │   5300    │   900   │ 7470000.000000001  │      43990000      │ 1672737120000 │ '2023-01-03T09:12:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 7694.4 │  0  │ 0.1  │  -900   │ -7470000.000000001  │     0      │ 63863888.9 │   -5300   │      -43990000      │      0      │      43990000      │  0.1  │
│    5    │ 8.3 │ 8.3 │ 8.3 │ 8.3 │  1700  │ 14110000.000000002 │   7000    │  1700   │ 14110000.000000002 │      58100000      │ 1672737960000 │ '2023-01-03T09:26:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 7694.4 │  0  │ 0.2  │  -1700  │ -14110000.000000002 │     0      │ 63863888.9 │   -7000   │      -58100000      │      0      │      58100000      │  0.2  │
│    6    │ 8.3 │ 8.3 │ 8.3 │ 8.3 │  1000  │      8300000       │   8000    │  1000   │      8300000       │      66400000      │ 1672738080000 │ '2023-01-03T09:28:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 7694.4 │  0  │ 0.1  │  -1000  │      -8300000       │     0      │ 63863888.9 │   -8000   │      -66400000      │      0      │      66400000      │  0.1  │
│    7    │ 8.3 │ 8.3 │ 8.3 │ 8.3 │  200   │ 1660000.0000000002 │   8200    │   200   │ 1660000.0000000002 │      68060000      │ 1672739280000 │ '2023-01-03T09:48:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 7694.4 │  0  │  0   │  -200   │ -1660000.0000000002 │     0      │ 63863888.9 │   -8200   │      -68060000      │      0      │      68060000      │   0   │
│    8    │ 8.3 │ 8.3 │ 8.3 │ 8.3 │  500   │      4150000       │   8700    │   500   │      4150000       │      72210000      │ 1672750800000 │ '2023-01-03T13:00:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 7694.4 │  0  │ 0.1  │  -500   │      -4150000       │     0      │ 63863888.9 │   -8700   │      -72210000      │      0      │      72210000      │  0.1  │
