┌─────────┬─────┬─────┬─────┬─────┬────────┬────────────────────┬───────────┬─────────┬────────────────────┬────────────────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬────┬──────────┬─────┬────────┬─────┬──────┬─────────┬─────────────────────┬────────────┬────────────┬───────────┬─────────────────────┬─────────────┬────────────────────┬───────┐
│ (index) │  c  │  h  │  l  │  o  │   sd   │       val_sd       │ total_vol │ sum_vol │        val         │      acum_val      │   datetime    │            date            │ pbu │ psd │ puk │ bs │    sb    │ abu │  asd   │ auk │ rsd  │  bu-sd  │      bu-sd_val      │ avg_val_bu │ avg_val_sd │ acum_busd │    acum_busd_val    │ acum_val_bu │    acum_val_sd     │ rbusd │
│    9    │ 8.3 │ 8.3 │ 8.3 │ 8.3 │ 109100 │ 905530000.0000001  │  117800   │ 109100  │ 905530000.0000001  │ 977740000.0000001  │ 1672751160000 │ '2023-01-03T13:06:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 7694.4 │  0  │ 14.2 │ -109100 │ -905530000.0000001  │     0      │ 63863888.9 │  -117800  │ -977740000.0000001  │      0      │ 977740000.0000001  │ 14.2  │
│   10    │ 8.3 │ 8.3 │ 8.3 │ 8.3 │  5500  │      45650000      │  123300   │  5500   │      45650000      │ 1023390000.0000001 │ 1672751280000 │ '2023-01-03T13:08:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 7694.4 │  0  │ 0.7  │  -5500  │      -45650000      │     0      │ 63863888.9 │  -123300  │ -1023390000.0000001 │      0      │ 1023390000.0000001 │  0.7  │
│   11    │ 8.3 │ 8.3 │ 8.3 │ 8.3 │  3000  │ 24900000.000000004 │  126300   │  3000   │ 24900000.000000004 │ 1048290000.0000001 │ 1672751400000 │ '2023-01-03T13:10:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 7694.4 │  0  │ 0.4  │  -3000  │ -24900000.000000004 │     0      │ 63863888.9 │  -126300  │ -1048290000.0000001 │      0      │ 1048290000.0000001 │  0.4  │
│   12    │ 8.3 │ 8.3 │ 8.3 │ 8.3 │  100   │ 830000.0000000001  │  126400   │   100   │ 830000.0000000001  │ 1049120000.0000001 │ 1672751520000 │ '2023-01-03T13:12:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 7694.4 │  0  │  0   │  -100   │ -830000.0000000001  │     0      │ 63863888.9 │  -126400  │ -1049120000.0000001 │      0      │ 1049120000.0000001 │   0   │
│   13    │ 8.3 │ 8.3 │ 8.3 │ 8.3 │  800   │      6640000       │  127200   │   800   │      6640000       │ 1055760000.0000001 │ 1672751640000 │ '2023-01-03T13:14:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 7694.4 │  0  │ 0.1  │  -800   │      -6640000       │     0      │ 63863888.9 │  -127200  │ -1055760000.0000001 │      0      │ 1055760000.0000001 │  0.1  │
│   14    │ 8.3 │ 8.3 │ 8.3 │ 8.3 │  5500  │      45650000      │  132700   │  5500   │      45650000      │     1101410000     │ 1672751880000 │ '2023-01-03T13:18:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 7694.4 │  0  │ 0.7  │  -5500  │      -45650000      │     0      │ 63863888.9 │  -132700  │     -1101410000     │      0      │     1101410000     │  0.7  │
│   15    │ 8.3 │ 8.3 │ 8.3 │ 8.3 │  5000  │      41500000      │  137700   │  5000   │      41500000      │     1142910000     │ 1672752360000 │ '2023-01-03T13:26:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 7694.4 │  0  │ 0.6  │  -5000  │      -41500000      │     0      │ 63863888.9 │  -137700  │     -1142910000     │      0      │     1142910000     │  0.6  │
│   16    │ 8.3 │ 8.3 │ 8.3 │ 8.3 │  500   │      4150000       │  138200   │   500   │      4150000       │     1147060000     │ 1672753920000 │ '2023-01-03T13:52:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 7694.4 │  0  │ 0.1  │  -500   │      -4150000       │     0      │ 63863888.9 │  -138200  │     -1147060000     │      0      │     1147060000     │  0.1  │
│   17    │ 8.3 │ 8.3 │ 8.3 │ 8.3 │  300   │      2490000       │  138500   │   300   │      2490000       │     1149550000     │ 1672754040000 │ '2023-01-03T13:54:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 7694.4 │  0  │  0   │  -300   │      -2490000       │     0      │ 63863888.9 │  -138500  │     -1149550000     │      0      │     1149550000     │   0   │
└─────────┴─────┴─────┴─────┴─────┴────────┴────────────────────┴───────────┴─────────┴────────────────────┴────────────────────┴───────────────┴────────────────────────────┴─────┴─────┴─────┴────┴──────────┴─────┴────────┴─────┴──────┴─────────┴─────────────────────┴────────────┴────────────┴───────────┴─────────────────────┴─────────────┴────────────────────┴───────┘

