┌─────────┬──────┬──────┬──────┬──────┬─────────┬───────────────────┬───────────┬─────────┬───────────────────┬─────────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬────┬──────────┬─────┬─────────┬─────┬──────┬──────────┬────────────────────┬────────────┬─────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┐
│ (index) │  c   │  h   │  l   │  o   │   sd    │      val_sd       │ total_vol │ sum_vol │        val        │  acum_val   │   datetime    │            date            │ pbu │ psd │ puk │ bs │    sb    │ abu │   asd   │ auk │ rsd  │  bu-sd   │     bu-sd_val      │ avg_val_bu │ avg_val_sd  │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │
├─────────┼──────┼──────┼──────┼──────┼─────────┼───────────────────┼───────────┼─────────┼───────────────────┼─────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼────┼──────────┼─────┼─────────┼─────┼──────┼──────────┼────────────────────┼────────────┼─────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┤
│    0    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │ 2696800 │    7955560000     │  2696800  │ 2696800 │    7955560000     │ 7955560000  │ 1672737240000 │ '2023-01-03T09:14:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │ 30.4 │ -2696800 │    -7955560000     │     0      │ 262029727.3 │ -2696800  │  -7955560000  │      0      │ 7955560000  │ 30.4  │
│    1    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │ 218400  │     644280000     │  2915200  │ 218400  │     644280000     │ 8599840000  │ 1672737360000 │ '2023-01-03T09:16:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │ 2.5  │ -218400  │     -644280000     │     0      │ 262029727.3 │ -2915200  │  -8599840000  │      0      │ 8599840000  │  2.5  │
│    2    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │ 209300  │     617435000     │  3124500  │ 209300  │     617435000     │ 9217275000  │ 1672737480000 │ '2023-01-03T09:18:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │ 2.4  │ -209300  │     -617435000     │     0      │ 262029727.3 │ -3124500  │  -9217275000  │      0      │ 9217275000  │  2.4  │
│    3    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │  18500  │     54575000      │  3143000  │  18500  │     54575000      │ 9271850000  │ 1672737600000 │ '2023-01-03T09:20:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │ 0.2  │  -18500  │     -54575000      │     0      │ 262029727.3 │ -3143000  │  -9271850000  │      0      │ 9271850000  │  0.2  │
│    4    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │  25400  │     74930000      │  3168400  │  25400  │     74930000      │ 9346780000  │ 1672737720000 │ '2023-01-03T09:22:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │ 0.3  │  -25400  │     -74930000      │     0      │ 262029727.3 │ -3168400  │  -9346780000  │      0      │ 9346780000  │  0.3  │
│    5    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │  3000   │      8850000      │  3171400  │  3000   │      8850000      │ 9355630000  │ 1672737840000 │ '2023-01-03T09:24:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │  0   │  -3000   │      -8850000      │     0      │ 262029727.3 │ -3171400  │  -9355630000  │      0      │ 9355630000  │   0   │
│    6    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │   200   │      590000       │  3171600  │   200   │      590000       │ 9356220000  │ 1672737960000 │ '2023-01-03T09:26:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │  0   │   -200   │      -590000       │     0      │ 262029727.3 │ -3171600  │  -9356220000  │      0      │ 9356220000  │   0   │
│    7    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │  25300  │     74635000      │  3196900  │  25300  │     74635000      │ 9430855000  │ 1672738080000 │ '2023-01-03T09:28:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │ 0.3  │  -25300  │     -74635000      │     0      │ 262029727.3 │ -3196900  │  -9430855000  │      0      │ 9430855000  │  0.3  │
│    8    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │  1700   │      5015000      │  3198600  │  1700   │      5015000      │ 9435870000  │ 1672738200000 │ '2023-01-03T09:30:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │  0   │  -1700   │      -5015000      │     0      │ 262029727.3 │ -3198600  │  -9435870000  │      0      │ 9435870000  │   0   │
│    9    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │ 101000  │     297950000     │  3299600  │ 101000  │     297950000     │ 9733820000  │ 1672738320000 │ '2023-01-03T09:32:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │ 1.1  │ -101000  │     -297950000     │     0      │ 262029727.3 │ -3299600  │  -9733820000  │      0      │ 9733820000  │  1.1  │
│   10    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │  6300   │     18585000      │  3305900  │  6300   │     18585000      │ 9752405000  │ 1672738440000 │ '2023-01-03T09:34:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │ 0.1  │  -6300   │     -18585000      │     0      │ 262029727.3 │ -3305900  │  -9752405000  │      0      │ 9752405000  │  0.1  │
│   11    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │  3000   │      8850000      │  3308900  │  3000   │      8850000      │ 9761255000  │ 1672738560000 │ '2023-01-03T09:36:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │  0   │  -3000   │      -8850000      │     0      │ 262029727.3 │ -3308900  │  -9761255000  │      0      │ 9761255000  │   0   │
│   12    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │  2600   │ 7670000.000000001 │  3311500  │  2600   │ 7670000.000000001 │ 9768925000  │ 1672738680000 │ '2023-01-03T09:38:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │  0   │  -2600   │ -7670000.000000001 │     0      │ 262029727.3 │ -3311500  │  -9768925000  │      0      │ 9768925000  │   0   │
│   13    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │  1100   │      3245000      │  3312600  │  1100   │      3245000      │ 9772170000  │ 1672739040000 │ '2023-01-03T09:44:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │  0   │  -1100   │      -3245000      │     0      │ 262029727.3 │ -3312600  │  -9772170000  │      0      │ 9772170000  │   0   │
│   14    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │  1200   │      3540000      │  3313800  │  1200   │      3540000      │ 9775710000  │ 1672739280000 │ '2023-01-03T09:48:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │  0   │  -1200   │      -3540000      │     0      │ 262029727.3 │ -3313800  │  -9775710000  │      0      │ 9775710000  │   0   │
│   15    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │  1000   │      2950000      │  3314800  │  1000   │      2950000      │ 9778660000  │ 1672739400000 │ '2023-01-03T09:50:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │  0   │  -1000   │      -2950000      │     0      │ 262029727.3 │ -3314800  │  -9778660000  │      0      │ 9778660000  │   0   │
│   16    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │  5100   │     15045000      │  3319900  │  5100   │     15045000      │ 9793705000  │ 1672739520000 │ '2023-01-03T09:52:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │ 0.1  │  -5100   │     -15045000      │     0      │ 262029727.3 │ -3319900  │  -9793705000  │      0      │ 9793705000  │  0.1  │
│   17    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │   300   │      885000       │  3320200  │   300   │      885000       │ 9794590000  │ 1672740000000 │ '2023-01-03T10:00:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │  0   │   -300   │      -885000       │     0      │ 262029727.3 │ -3320200  │  -9794590000  │      0      │ 9794590000  │   0   │
│   18    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │  3500   │     10325000      │  3323700  │  3500   │     10325000      │ 9804915000  │ 1672740120000 │ '2023-01-03T10:02:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │  0   │  -3500   │     -10325000      │     0      │ 262029727.3 │ -3323700  │  -9804915000  │      0      │ 9804915000  │   0   │
│   19    │ 2.95 │ 2.95 │ 2.95 │ 2.95 │  33400  │     98530000      │  3357100  │  33400  │     98530000      │ 9903445000  │ 1672740240000 │ '2023-01-03T10:04:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 88823.6 │  0  │ 0.4  │  -33400  │     -98530000      │     0      │ 262029727.3 │ -3357100  │  -9903445000  │      0      │ 9903445000  │  0.4  │
