"acum_busd","acum_busd_val","acum_val","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
-178500,-16209408300,121213027300,2789500,-178500,-16209408300,"2023-01-30T09:14:00.000Z",1675070040000,2968000,9135100,9135100,3377600,121213027300,33849423900,50058832200,37304771200
-324200,-25748641100,197834069200,2521300,-145700,-9539232800,"2023-01-30T09:16:00.000Z",1675070160000,2667000,5239800,14374900,51500,76621041900,33267001300,42806234100,547806500
-2106400,-63492994400,295107184100,2343700,-1782200,-37744353300,"2023-01-30T09:18:00.000Z",1675070280000,4125900,6541800,20916700,72200,97273114900,29328932800,67073286100,870896000
-4855000,-105165130500,405212515200,2319700,-2748600,-41672136100,"2023-01-30T09:20:00.000Z",1675070400000,5068300,7477300,28394000,89300,110105331100,33461542300,75133678400,1510110400
-8381600,-160875129500,520578580600,2134000,-3526600,-55709999000,"2023-01-30T09:22:00.000Z",1675070520000,5660600,7867900,36261900,73300,115366065400,29359025500,85069024500,938015400
-10485900,-192119435800,632164218100,2668800,-2104300,-31244306300,"2023-01-30T09:24:00.000Z",1675070640000,4773100,7507000,43768900,65100,111585637500,39623794600,70868100900,1093742000
-11380800,-208919664300,759002881100,4069800,-894900,-16800228500,"2023-01-30T09:26:00.000Z",1675070760000,4964700,9162200,52931100,127700,126838663000,54112698800,70912927300,1813036900
-8215600,-167697853800,879975385200,5746900,3165200,41221810500,"2023-01-30T09:28:00.000Z",1675070880000,2581700,8378100,61309200,49500,120972504100,80688986400,39467175900,816341800
-3302400,-99409235100,1000560863900,6551900,4913200,68288618700,"2023-01-30T09:30:00.000Z",1675071000000,1638700,8590900,69900100,400300,120585478700,93101447300,24812828600,2671202800
1308000,-43826775100,1156663479900,7397300,4610400,55582460000,"2023-01-30T09:32:00.000Z",1675071120000,2786900,10244200,80144300,60000,156102616000,105127958500,49545498500,1429159000
3124000,-13414022400,1279405902600,4877800,1816000,30412752700,"2023-01-30T09:34:00.000Z",1675071240000,3061800,8211700,88356000,272100,122742422700,75637077000,45224324300,1881021400
7467900,25936479900,1392905390900,6906700,4343900,39350502300,"2023-01-30T09:36:00.000Z",1675071360000,2562800,9514500,97870500,45000,113499488300,75865625800,36515123500,1118739000
10017100,64036848000,1517048947800,5552500,2549200,38100368100,"2023-01-30T09:38:00.000Z",1675071480000,3003300,8597900,106468400,42100,124143556900,80787051900,42686683800,669821200
9406100,32643992900,1651782598300,3580800,-611000,-31392855100,"2023-01-30T09:40:00.000Z",1675071600000,4191800,7830700,114299100,58100,134733650500,51228585600,82621440700,883624200
8722200,14845924500,1756507080700,3381900,-683900,-17798068400,"2023-01-30T09:42:00.000Z",1675071720000,4065800,7523300,121822400,75600,104724482400,42861507200,60659575600,1203399600
7753400,-2413877400,1822369693600,1609900,-968800,-17259801900,"2023-01-30T09:44:00.000Z",1675071840000,2578700,4236000,126058400,47400,65862612900,23981511000,41241312900,639789000
6684800,-21219150400,1886407119900,1601100,-1068600,-18805273000,"2023-01-30T09:46:00.000Z",1675071960000,2669700,4282900,130341300,12100,64037426300,22557593700,41362866700,116965900
5650900,-37775619000,1958887991900,1842600,-1033900,-16556468600,"2023-01-30T09:48:00.000Z",1675072080000,2876500,4739800,135081100,20700,72480872000,27852999500,44409468100,218404400
3935700,-69228310600,2051715373300,2104700,-1715200,-31452691600,"2023-01-30T09:50:00.000Z",1675072200000,3819900,5949500,141030600,24900,92827381400,30540755400,61993447000,293179000
3466200,-77373229700,2127745957800,2113300,-469500,-8144919100,"2023-01-30T09:52:00.000Z",1675072320000,2582800,4707200,145737800,11100,76030584500,33848240200,41993159300,189185000
3712200,-71282334700,2197055976300,2317200,246000,6090895000,"2023-01-30T09:54:00.000Z",1675072440000,2071200,4448000,150185800,59600,69310018500,37431569200,31340674200,537775100
4560300,-50925640800,2280802989800,2949700,848100,20356693900,"2023-01-30T09:56:00.000Z",1675072560000,2101600,5059400,155245200,8100,83747013500,51957931200,31601237300,187845000
8605000,1892859500,2384975701100,5686000,4044700,52818500300,"2023-01-30T09:58:00.000Z",1675072680000,1641300,7376100,162621300,48800,104172711300,78109962800,25291462500,771286000
12976800,67373446500,2503445882900,6489100,4371800,65480587000,"2023-01-30T10:00:00.000Z",1675072800000,2117300,8636000,171257300,29600,118470181800,91758696400,26278109400,433376000
17342200,118569778700,2620030978100,6304300,4365400,51196332200,"2023-01-30T10:02:00.000Z",1675072920000,1938900,8287300,179544600,44100,116585095200,83589791200,32393459000,601845000
20466200,155745335300,2730912922700,5250600,3124000,37175556600,"2023-01-30T10:04:00.000Z",1675073040000,2126600,7385100,186929700,7900,110881944600,73952051100,36776494500,153399000
22445300,179908323500,2826441410600,4102700,1979100,24162988200,"2023-01-30T10:06:00.000Z",1675073160000,2123600,6240100,193169800,13800,95528487900,59698613300,35535625100,294249500
24039000,194996206400,2919562763500,4326300,1593700,15087882900,"2023-01-30T10:08:00.000Z",1675073280000,2732600,7071600,200241400,12700,93121352900,54013711400,38925828500,181813000
25303700,208980202700,3030617978600,4212500,1264700,13983996300,"2023-01-30T10:10:00.000Z",1675073400000,2947800,7209700,207451100,49400,111055215100,62099485700,48115489400,840240000
24583000,192806504000,3125130852700,2557800,-720700,-16173698700,"2023-01-30T10:12:00.000Z",1675073520000,3278500,5845500,213296600,9200,94512874100,39035532700,55209231400,268110000
22126600,153613609000,3220943822900,1855000,-2456400,-39192895000,"2023-01-30T10:14:00.000Z",1675073640000,4311400,6185400,219482000,19000,95812970200,28122456600,67315351600,375162000
20315300,126902348200,3300562588300,1525200,-1811300,-26711260800,"2023-01-30T10:16:00.000Z",1675073760000,3336500,4884600,224366600,22900,79618765400,26218666900,52929927700,470170800
19333600,110638611800,3367311114100,1606000,-981700,-16263736400,"2023-01-30T10:18:00.000Z",1675073880000,2587700,4204400,228571000,10700,66748525800,25174271300,41438007700,136246800
18720200,100982540500,3420910356000,1381600,-613400,-9656071300,"2023-01-30T10:20:00.000Z",1675074000000,1995000,3380000,231951000,3400,53599241900,21946575800,31602647100,50019000
17986100,86694355500,3469256078800,1210800,-734100,-14288185000,"2023-01-30T10:22:00.000Z",1675074120000,1944900,3173900,235124900,18200,48345722800,16667496400,30955681400,722545000
17431000,80398825800,3529241596300,1548700,-555100,-6295529700,"2023-01-30T10:24:00.000Z",1675074240000,2103800,3679600,238804500,27100,59985517500,26483552400,32779082100,722883000
16684300,68901885700,3589458939200,1372700,-746700,-11496940100,"2023-01-30T10:26:00.000Z",1675074360000,2119400,3527900,242332400,35800,60217342900,23947169400,35444109500,826064000
15175000,40884473500,3658171665600,1309100,-1509300,-28017412200,"2023-01-30T10:28:00.000Z",1675074480000,2818400,4139400,246471800,11900,68712726400,20125252600,48142664800,444809000
14485800,23359573800,3720701803500,1381000,-689200,-17524899700,"2023-01-30T10:30:00.000Z",1675074600000,2070200,3460500,249932300,9300,62530137900,22456270100,39981169800,92698000
14263400,30486783000,3789528892300,2248300,-222400,7127209200,"2023-01-30T10:32:00.000Z",1675074720000,2470700,4742400,254674700,23400,68827088800,37738054700,30610845500,478188600
15556600,55843743700,3847465114200,2631600,1293200,25356960700,"2023-01-30T10:34:00.000Z",1675074840000,1338400,3980500,258655200,10500,57936221900,41564858300,16207897600,163466000
16626600,69772142400,3894409584100,2131400,1070000,13928398700,"2023-01-30T10:36:00.000Z",1675074960000,1061400,3194100,261849300,1300,46944469900,30417509300,16489110600,37850000
16661100,76144726400,3934321948300,1478400,34500,6372584000,"2023-01-30T10:38:00.000Z",1675075080000,1443900,2930100,264779400,7800,39912364200,23028379600,16655795600,228189000
15689500,75221627200,3985074496900,1630700,-971600,-923099200,"2023-01-30T10:40:00.000Z",1675075200000,2602300,4271600,269051000,38600,50752548600,24643520700,25566619900,542408000
15215400,67087798900,4031715134200,1541700,-474100,-8133828300,"2023-01-30T10:42:00.000Z",1675075320000,2015800,3581300,272632300,23800,46640637300,19119068000,27252896300,268673000
14299700,39358236600,4093026423700,1416600,-915700,-27729562300,"2023-01-30T10:44:00.000Z",1675075440000,2332300,3809700,276442000,60800,61311289500,16059113600,43788675900,1463500000
14335300,36152509600,4150059286700,1837300,35600,-3205727000,"2023-01-30T10:46:00.000Z",1675075560000,1801700,3645700,280087700,6700,57032863000,26867803900,30073530900,91528200
12993200,21158994900,4223627146800,1740300,-1342100,-14993514700,"2023-01-30T10:48:00.000Z",1675075680000,3082400,4837900,284925600,15200,73567860100,29013615200,44007129900,547115000
12551600,14853111800,4284702013900,1610300,-441600,-6305883100,"2023-01-30T10:50:00.000Z",1675075800000,2051900,3680100,288605700,17900,61074867100,27214976500,33520859600,339031000
11798400,-2428432500,4342942861000,1175300,-753200,-17281544300,"2023-01-30T10:52:00.000Z",1675075920000,1928500,3132600,291738300,28800,58240847100,20170492400,37452036700,618318000
10455000,-45953937900,4422171169200,1744100,-1343400,-43525505400,"2023-01-30T10:54:00.000Z",1675076040000,3087500,4846800,296585100,15200,79228308200,17663537400,61189042800,375728000
